"role_id","hero_id","upgrade_count","target_level","upgrade_rank","pay_tag","hero_cn"
"13524852567422",1059,1,1,1,中R,光·上杉谦信UR
"13524852567422",1018,2,6,8,中R,上杉谦信SSR+
"13524852567422",1045,2,4,8,中R,足利义辉SSR
"13524852567422",1043,3,2,10,中R,直江兼续SSR
"13524852567422",1152,3,3,10,中R,刚·德川家康UR
"13524852567422",1311,4,1,12,中R,S35山本勘助UR
"13524852567422",1008,4,3,12,中R,织田信长SSR+
"13524852567422",1129,4,3,12,中R,刚·织田信长UR
"13524852567422",1168,4,5,12,中R,勇·阿江SSR
"13524852567422",1132,4,5,12,中R,援·阿市SSR+
"16716013005832",1008,4,2,1,非R,织田信长SSR+
"16716013005832",1145,6,2,2,非R,勇·足利义辉SSR
"16716013005832",1015,7,5,3,非R,德川家康SSR+
"14856292255710",1143,1,6,1,微R,勇·本多忠胜SSR+
"14856292255710",1170,2,5,2,微R,谋·竹中半兵卫SSR+
"14856292255710",1161,2,3,2,微R,刚·本多忠胜UR
"14856292255710",1166,3,1,4,微R,柔·阿松UR
"14856292255710",1015,5,6,5,微R,德川家康SSR+
"14856292255710",1165,8,3,6,微R,柔·井伊直虎UR
"14663018726169",1008,1,5,1,中R,织田信长SSR+
"14663018726169",1129,1,5,1,中R,刚·织田信长UR
"14663018726169",1169,2,5,3,中R,勇·前田利家SSR+
"14663018726169",1018,2,7,3,中R,上杉谦信SSR+
"14663018726169",1016,3,7,5,中R,真田幸村SSR+
"14663018726169",1009,3,5,5,中R,丰臣秀吉SSR+
"14663018726169",1211,4,2,7,中R,刚·最上义光UR
"14663018726169",1311,7,2,8,中R,S35山本勘助UR
"14663018726169",1312,10,3,9,中R,S35真田幸隆SSR+
"13808320144065",1050,1,2,1,中R,暗·织田信长UR
"13808320144065",1302,1,3,1,中R,联动-宫本武藏UR
"13808320144065",1272,1,2,1,中R,S23岛津义弘UR
"13808320144065",1312,3,3,4,中R,S35真田幸隆SSR+
"13808320144065",1121,4,7,5,中R,谋·织田信长SSR+
"13808320144065",1152,4,1,5,中R,刚·德川家康UR
"13808320144065",1211,5,2,7,中R,刚·最上义光UR
"15152644901714",1169,1,5,1,微R,勇·前田利家SSR+
"15152644901714",1009,1,5,1,微R,丰臣秀吉SSR+
"15152644901714",1016,1,5,1,微R,真田幸村SSR+
"15152644901714",1027,1,5,1,微R,毛利元就SSR
"15152644901714",1171,3,7,5,微R,谋·黑田官兵卫SSR+
"15152644901714",1040,3,5,5,微R,阿国SSR+
"15152644901714",1164,6,3,7,微R,柔·立花訚千代UR
"15135465230806",1045,1,5,1,非R,足利义辉SSR
"15135465230806",1121,1,5,1,非R,谋·织田信长SSR+
"15135465230806",1123,1,5,1,非R,勇·宫本武藏SSR
"15135465230806",1047,1,5,1,非R,小早川隆景SR
"15135465230806",1071,1,5,1,非R,石田三成SR
"15135465230806",1144,1,5,1,非R,援·阿国SSR+
"15135465230806",1011,2,5,7,非R,望月千代女SR
"15135465230806",1151,2,5,7,非R,德寿丸SR
"15135465230806",1291,3,0,9,非R,联动-查理曼UR
"13533442291675",1021,1,5,1,非R,伊达政宗SSR
"13533442291675",1010,1,3,1,非R,宫本武藏SSR
"13533442291675",1027,1,4,1,非R,毛利元就SSR
"13533442291675",1143,1,7,1,非R,勇·本多忠胜SSR+
"13533442291675",1166,1,0,1,非R,柔·阿松UR
"13533442291675",1312,2,1,6,非R,S35真田幸隆SSR+
"13533442291675",1042,2,5,6,非R,浅井长政SSR
"13533442291675",1064,3,3,8,非R,望月千代女SSR
"13533442291675",1134,3,6,8,非R,谋·德川家康SSR+
"13533442291675",1038,4,4,10,非R,本多忠胜SSR+
"13718125683478",1127,1,2,1,非R,谋·上杉谦信SSR+
"13718125683478",1133,1,7,1,非R,勇·真田幸村SSR+
"13718125683478",1018,1,3,1,非R,上杉谦信SSR+
"13718125683478",1143,1,3,1,非R,勇·本多忠胜SSR+
"13718125683478",1053,2,2,5,非R,光·伊达政宗UR
"15229954686635",1176,1,0,1,非R,S5杂贺孙市SSR
"15229954686635",1186,1,0,1,非R,S7片仓小十郎SSR
"15229954686635",1027,1,0,1,非R,毛利元就SSR
"15229954686635",1034,1,5,1,非R,岛左近SR
"15229954686635",1019,1,1,1,非R,宁宁SSR
"15229954686635",1062,1,0,1,非R,立花宗茂SSR
"15229954686635",1112,3,1,7,非R,S3明智光秀SSR
"15229954686635",1009,3,6,7,非R,丰臣秀吉SSR+
"15229954686635",1052,3,4,7,非R,光·真田幸村UR
"14267881659739",1042,1,5,1,小R,浅井长政SSR
"14267881659739",1311,1,0,1,小R,S35山本勘助UR
"14267881659739",1061,1,5,1,小R,茶茶SSR
"14267881659739",1040,1,5,1,小R,阿国SSR+
"14267881659739",1313,1,0,1,小R,UR-佐竹义重
"14267881659739",1143,1,5,1,小R,勇·本多忠胜SSR+
"14267881659739",1132,1,7,1,小R,援·阿市SSR+
"14267881659739",1018,1,5,1,小R,上杉谦信SSR+
"14267881659739",1128,1,0,1,小R,刚·北条氏康UR
"14267881659739",1009,2,5,10,小R,丰臣秀吉SSR+
"14267881659739",1127,2,5,10,小R,谋·上杉谦信SSR+
"14267881659739",1202,2,2,10,小R,S11太原雪斋UR
"14267881659739",1166,2,1,10,小R,柔·阿松UR
"14267881659739",1170,2,4,10,小R,谋·竹中半兵卫SSR+
"14267881659739",1050,2,3,10,小R,暗·织田信长UR
"14267881659739",1165,3,1,16,小R,柔·井伊直虎UR
"14267881659739",1052,3,2,16,小R,光·真田幸村UR
"14267881659739",1164,3,4,16,小R,柔·立花訚千代UR
"14066018384258",1151,1,5,1,非R,德寿丸SR
"14066018384258",1144,1,4,1,非R,援·阿国SSR+
"14066018384258",1078,1,5,1,非R,柴田胜家SR
"14066018384258",1045,1,3,1,非R,足利义辉SSR
"14066018384258",1120,2,5,5,非R,援·阿初SSR
"14066018384258",1148,3,1,6,非R,坚·立花宗茂SSR
"14066018384258",1032,3,1,6,非R,石田三成SSR
"14066018384258",1039,4,2,8,非R,柴田胜家SSR
"14066018384258",1065,4,2,8,非R,小早川隆景SSR
"14066018384258",1014,6,1,10,非R,立花訚千代SSR
"13868449572808",1008,1,7,1,微R,织田信长SSR+
"13868449572808",1040,1,6,1,微R,阿国SSR+
"13868449572808",1050,3,4,3,微R,暗·织田信长UR
"13868449572808",1305,3,1,3,微R,S33前田美津SSR+
"13804025317794",1012,1,2,1,非R,阿市SSR+
"13804025317794",1133,1,4,1,非R,勇·真田幸村SSR+
"13804025317794",1017,1,4,1,非R,真田昌幸SR
"13804025317794",1038,1,5,1,非R,本多忠胜SSR+
"13804025317794",1015,2,1,5,非R,德川家康SSR+
"13804025317794",1124,2,5,5,非R,勇·伊达政宗SSR
"13804025317794",1211,3,1,7,非R,刚·最上义光UR
"17304423461446",1018,1,2,1,非R,上杉谦信SSR+
"17304423461446",1171,2,6,2,非R,谋·黑田官兵卫SSR+
"17304423461446",1052,2,1,2,非R,光·真田幸村UR
"17304423461446",1127,2,3,2,非R,谋·上杉谦信SSR+
"15234249092587",1122,1,6,1,微R,援·丰臣秀吉SSR+
"15234249092587",1143,1,5,1,微R,勇·本多忠胜SSR+
"15234249092587",1127,1,7,1,微R,谋·上杉谦信SSR+
"15234249092587",1066,1,5,1,微R,佐佐木小次郎SSR
"15234249092587",1171,2,5,5,微R,谋·黑田官兵卫SSR+
"15234249092587",1211,2,2,5,微R,刚·最上义光UR
"15234249092587",1040,2,5,5,微R,阿国SSR+
"13816910061860",1168,1,4,1,非R,勇·阿江SSR
"13816910061860",1012,2,6,2,非R,阿市SSR+
"13816910061860",1032,4,5,3,非R,石田三成SSR
"13816910061860",1020,4,4,3,非R,浓姬SSR
"14267881624929",1040,1,2,1,中R,阿国SSR+
"14267881624929",1064,1,3,1,中R,望月千代女SSR
"14267881624929",1014,1,3,1,中R,立花訚千代SSR
"14267881624929",1032,1,4,1,中R,石田三成SSR
"14267881624929",1133,1,5,1,中R,勇·真田幸村SSR+
"14267881624929",1065,1,4,1,中R,小早川隆景SSR
"14267881624929",1093,1,7,1,中R,光·井伊直虎UR
"14267881624929",1019,2,3,8,中R,宁宁SSR
"14267881624929",1170,2,2,8,中R,谋·竹中半兵卫SSR+
"14267881624929",1010,2,2,8,中R,宫本武藏SSR
"14267881624929",1015,3,2,11,中R,德川家康SSR+
"14267881624929",1063,3,4,11,中R,森兰丸SSR
"14267881624929",1050,4,4,13,中R,暗·织田信长UR
"14267881624929",1022,6,3,14,中R,武田信玄SSR
"15169824965683",1153,1,1,1,中R,刚·真田幸村UR
"15169824965683",1311,1,0,1,中R,S35山本勘助UR
"15169824965683",1050,1,5,1,中R,暗·织田信长UR
"15169824965683",1020,1,3,1,中R,浓姬SSR
"15169824965683",1144,1,5,1,中R,援·阿国SSR+
"15169824965683",1008,1,6,1,中R,织田信长SSR+
"15169824965683",1164,2,1,7,中R,柔·立花訚千代UR
"15169824965683",1207,2,7,7,中R,S12本愿寺显如SSR+
"15169824965683",1057,2,1,7,中R,光·德川家康UR
"15169824965683",1166,3,1,10,中R,柔·阿松UR
"15169824965683",1152,3,6,10,中R,刚·德川家康UR
"15169824965683",1093,3,5,10,中R,光·井伊直虎UR
"15169824965683",1040,9,5,13,中R,阿国SSR+
"14783277903037",1171,1,2,1,非R,谋·黑田官兵卫SSR+
"14783277903037",1152,1,2,1,非R,刚·德川家康UR
"14783277903037",1009,1,4,1,非R,丰臣秀吉SSR+
"14783277903037",1153,1,1,1,非R,刚·真田幸村UR
"14783277903037",1166,2,0,5,非R,柔·阿松UR
"14783277903037",1164,4,2,6,非R,柔·立花訚千代UR
"14783277903037",1170,5,2,7,非R,谋·竹中半兵卫SSR+
"14650133583883",1167,2,3,1,小R,刚·岛津义久UR
"13529147255556",1032,2,5,1,非R,石田三成SSR
"15981573442594",1171,1,5,1,非R,谋·黑田官兵卫SSR+
"15981573442594",1018,1,1,1,非R,上杉谦信SSR+
"15981573442594",1122,1,5,1,非R,援·丰臣秀吉SSR+
"15981573442594",1050,1,2,1,非R,暗·织田信长UR
"15981573442594",1144,1,3,1,非R,援·阿国SSR+
"15981573442594",1143,1,5,1,非R,勇·本多忠胜SSR+
"15981573442594",1152,2,2,7,非R,刚·德川家康UR
"15981573442594",1015,2,6,7,非R,德川家康SSR+
"15981573442594",1155,2,1,7,非R,刚·长宗我部元亲UR
"15981573442594",1312,2,1,7,非R,S35真田幸隆SSR+
"17480517195420",1133,1,6,1,非R,勇·真田幸村SSR+
"17480517195420",1144,2,1,2,非R,援·阿国SSR+
"17480517195420",1057,5,2,3,非R,光·德川家康UR
"17480517195420",1015,6,4,4,非R,德川家康SSR+
"15105400121702",1133,1,7,1,非R,勇·真田幸村SSR+
"15105400121702",1061,1,5,1,非R,茶茶SSR
"15105400121702",1016,1,6,1,非R,真田幸村SSR+
"15105400121702",1063,1,4,1,非R,森兰丸SSR
"15105400121702",1207,1,6,1,非R,S12本愿寺显如SSR+
"15105400121702",1040,2,3,6,非R,阿国SSR+
"15105400121702",1015,2,3,6,非R,德川家康SSR+
"15105400121702",1021,2,3,6,非R,伊达政宗SSR
"15105400121702",1152,3,2,9,非R,刚·德川家康UR
"15105400121702",1166,7,1,10,非R,柔·阿松UR
"13486197520841",1127,1,4,1,小R,谋·上杉谦信SSR+
"13486197520841",1093,1,1,1,小R,光·井伊直虎UR
"13486197520841",1165,1,1,1,小R,柔·井伊直虎UR
"13486197520841",1132,1,7,1,小R,援·阿市SSR+
"13486197520841",1171,1,4,1,小R,谋·黑田官兵卫SSR+
"13486197520841",1166,2,1,6,小R,柔·阿松UR
"13486197520841",1169,2,6,6,小R,勇·前田利家SSR+
"13486197520841",1015,3,5,8,小R,德川家康SSR+
"13486197520841",1211,4,2,9,小R,刚·最上义光UR
"13584981599582",1313,1,0,1,中R,UR-佐竹义重
"13584981599582",1302,1,2,1,中R,联动-宫本武藏UR
"13584981599582",1042,2,5,3,中R,浅井长政SSR
"13584981599582",1143,2,5,3,中R,勇·本多忠胜SSR+
"13584981599582",1064,2,5,3,中R,望月千代女SSR
"13584981599582",1170,2,6,3,中R,谋·竹中半兵卫SSR+
"13584981599582",1211,3,2,7,中R,刚·最上义光UR
"13584981599582",1283,3,4,7,中R,S26畠山高政SSR+
"13584981599582",1027,3,5,7,中R,毛利元就SSR
"13584981599582",1144,4,7,10,中R,援·阿国SSR+
"13584981599582",1018,6,5,11,中R,上杉谦信SSR+
"17184164523169",1017,1,1,1,非R,真田昌幸SR
"17184164523169",1072,1,1,1,非R,梵天丸SR
"17184164523169",1078,1,1,1,非R,柴田胜家SR
"17184164523169",1028,1,2,1,非R,真田信幸SR
"17184164523169",1130,2,5,5,非R,坚·武田信玄SSR
"17184164523169",1073,2,2,5,非R,浓姬SR
"17184164523169",1135,2,3,5,非R,谋·明智光秀SSR
"17184164523169",1171,2,1,5,非R,谋·黑田官兵卫SSR+
"17184164523169",1127,2,2,5,非R,谋·上杉谦信SSR+
"17184164523169",1146,2,3,5,非R,谋·今川义元SSR
"17184164523169",1169,2,1,5,非R,勇·前田利家SSR+
"17184164523169",1045,2,1,5,非R,足利义辉SSR
"17184164523169",1143,2,1,5,非R,勇·本多忠胜SSR+
"17184164523169",1158,3,2,14,非R,刚·上杉谦信UR
"17184164523169",1024,3,3,14,非R,长宗我部元亲SR
"17184164523169",1064,3,1,14,非R,望月千代女SSR
"17184164523169",1151,3,0,14,非R,德寿丸SR
"17184164523169",1138,3,5,14,非R,勇·柴田胜家SSR
"17184164523169",1147,3,5,14,非R,谋·茶茶SSR
"21114060192211",1079,1,0,1,微R,阿江SR
"21114060192211",1073,1,1,1,微R,浓姬SR
"21114060192211",1047,1,1,1,微R,小早川隆景SR
"21114060192211",1147,1,0,1,微R,谋·茶茶SSR
"21114060192211",1164,1,0,1,微R,柔·立花訚千代UR
"21114060192211",1029,1,1,1,微R,茶茶SR
"21114060192211",1135,1,2,1,微R,谋·明智光秀SSR
"21114060192211",1008,2,1,8,微R,织田信长SSR+
"21114060192211",1120,2,2,8,微R,援·阿初SSR
"21114060192211",1075,2,1,8,微R,今川义元SR
"21114060192211",1071,2,2,8,微R,石田三成SR
"21114060192211",1133,2,2,8,微R,勇·真田幸村SSR+
"21114060192211",1046,2,1,8,微R,今川义元SSR
"21114060192211",1078,2,2,8,微R,柴田胜家SR
"21114060192211",1041,2,1,8,微R,森兰丸SR
"21114060192211",1151,3,2,16,微R,德寿丸SR
"21114060192211",1069,3,3,16,微R,长尾景虎SR
"21114060192211",1070,3,2,16,微R,明智光秀SR
"21114060192211",1152,3,2,16,微R,刚·德川家康UR
"21114060192211",1136,3,4,16,微R,援·毛利元就SSR
"21114060192211",1044,3,2,16,微R,黑田官兵卫SR
"21114060192211",1137,3,1,16,微R,谋·石田三成SSR
"15002321168885",1039,1,3,1,非R,柴田胜家SSR
"15002321168885",1061,1,4,1,非R,茶茶SSR
"15002321168885",1032,1,5,1,非R,石田三成SSR
"15002321168885",1043,1,3,1,非R,直江兼续SSR
"15002321168885",1144,3,4,5,非R,援·阿国SSR+
"15002321168885",1022,3,5,5,非R,武田信玄SSR
"15002321168885",1021,3,3,5,非R,伊达政宗SSR
"15002321168885",1015,3,7,5,非R,德川家康SSR+
"17029545774176",1019,1,1,1,非R,宁宁SSR
"17029545774176",1024,1,5,1,非R,长宗我部元亲SR
"17029545774176",1134,1,2,1,非R,谋·德川家康SSR+
"17029545774176",1121,1,1,1,非R,谋·织田信长SSR+
"17029545774176",1045,1,3,1,非R,足利义辉SSR
"17029545774176",1071,1,5,1,非R,石田三成SR
"17029545774176",1131,1,4,1,非R,坚·立花訚千代SSR
"17029545774176",1018,3,2,8,非R,上杉谦信SSR+
"17029545774176",1148,3,3,8,非R,坚·立花宗茂SSR
"17029545774176",1118,3,3,8,非R,援·阿松SSR
"17029545774176",1149,4,1,11,非R,勇·森兰丸SSR
"16836272085458",1063,1,3,1,非R,森兰丸SSR
"16836272085458",1016,1,1,1,非R,真田幸村SSR+
"16836272085458",1062,1,5,1,非R,立花宗茂SSR
"16836272085458",1169,1,5,1,非R,勇·前田利家SSR+
"16836272085458",1023,2,4,5,非R,明智光秀SSR
"16836272085458",1122,2,5,5,非R,援·丰臣秀吉SSR+
"16836272085458",1093,2,4,5,非R,光·井伊直虎UR
"16836272085458",1052,2,2,5,非R,光·真田幸村UR
"16836272085458",1164,2,2,5,非R,柔·立花訚千代UR
"16836272085458",1015,2,6,5,非R,德川家康SSR+
"16282221403982",1050,1,3,1,中R,暗·织田信长UR
"16282221403982",1315,1,0,1,中R,S36SSR+-诸角虎定
"16282221403982",1159,1,1,1,中R,刚·丰臣秀吉UR
"16282221403982",1170,1,4,1,中R,谋·竹中半兵卫SSR+
"16282221403982",1303,1,1,1,中R,耀足利义辉UR
"16282221403982",1141,1,1,1,中R,柔·望月千代女UR
"16282221403982",1210,1,3,1,中R,S13结城晴朝SSR+
"16282221403982",1014,1,3,1,中R,立花訚千代SSR
"16282221403982",1307,1,2,1,中R,联动-本多忠胜UR
"16282221403982",1053,2,4,10,中R,光·伊达政宗UR
"16282221403982",1018,2,7,10,中R,上杉谦信SSR+
"16282221403982",1051,2,5,10,中R,光·本多忠胜UR
"16282221403982",1167,2,5,10,中R,刚·岛津义久UR
"16282221403982",1122,2,7,10,中R,援·丰臣秀吉SSR+
"16282221403982",1166,3,1,15,中R,柔·阿松UR
"16282221403982",1152,4,4,16,中R,刚·德川家康UR
"16282221403982",1016,6,6,17,中R,真田幸村SSR+
"26671747020169",1034,1,1,1,非R,岛左近SR
"26671747020169",1040,1,1,1,非R,阿国SSR+
"26671747020169",1146,1,1,1,非R,谋·今川义元SSR
"26671747020169",1036,1,2,1,非R,立花宗茂SR
"26671747020169",1124,1,3,1,非R,勇·伊达政宗SSR
"26671747020169",1076,1,2,1,非R,浅井长政SR
"26671747020169",1126,1,3,1,非R,谋·浓姬SSR
"26671747020169",1132,1,2,1,非R,援·阿市SSR+
"26671747020169",1131,2,3,9,非R,坚·立花訚千代SSR
"26671747020169",1164,2,1,9,非R,柔·立花訚千代UR
"26671747020169",1079,2,2,9,非R,阿江SR
"26671747020169",1137,2,1,9,非R,谋·石田三成SSR
"26671747020169",1012,2,2,9,非R,阿市SSR+
"26671747020169",1074,2,2,9,非R,毛利元就SR
"26671747020169",1150,3,2,15,非R,勇·望月千代女SSR
"26671747020169",1120,4,4,16,非R,援·阿初SSR
"15328738389385",1018,1,2,1,非R,上杉谦信SSR+
"15328738389385",1155,1,0,1,非R,刚·长宗我部元亲UR
"15328738389385",1072,1,4,1,非R,梵天丸SR
"15328738389385",1014,1,1,1,非R,立花訚千代SSR
"15328738389385",1149,2,2,5,非R,勇·森兰丸SSR
"15328738389385",1120,2,4,5,非R,援·阿初SSR
"15328738389385",1118,3,3,7,非R,援·阿松SSR
"13559212194536",1312,2,1,1,小R,S35真田幸隆SSR+
"13559212194536",1015,2,3,1,小R,德川家康SSR+
"13559212194536",1008,2,3,1,小R,织田信长SSR+
"13559212194536",1046,2,1,1,小R,今川义元SSR
"13559212194536",1061,3,2,5,小R,茶茶SSR
"13559212194536",1152,4,3,6,小R,刚·德川家康UR
"16711717830210",1144,1,6,1,非R,援·阿国SSR+
"16711717830210",1050,1,1,1,非R,暗·织田信长UR
"16711717830210",1018,1,5,1,非R,上杉谦信SSR+
"16711717830210",1311,1,0,1,非R,S35山本勘助UR
"16711717830210",1171,1,4,1,非R,谋·黑田官兵卫SSR+
"16711717830210",1166,2,1,6,非R,柔·阿松UR
"16711717830210",1122,3,3,7,非R,援·丰臣秀吉SSR+
"16711717830210",1170,4,5,8,非R,谋·竹中半兵卫SSR+
"16711717830210",1152,6,2,9,非R,刚·德川家康UR
"11188390465694",1145,1,2,1,非R,勇·足利义辉SSR
"11188390465694",1119,1,5,1,非R,援·宁宁SSR
"11188390465694",1168,1,5,1,非R,勇·阿江SSR
"11188390465694",1118,1,4,1,非R,援·阿松SSR
"11188390465694",1139,1,2,1,非R,勇·浅井长政SSR
"11188390465694",1066,2,1,6,非R,佐佐木小次郎SSR
"16243566405074",1035,1,5,1,非R,佐佐木小次郎SR
"16243566405074",1017,1,4,1,非R,真田昌幸SR
"16243566405074",1028,1,4,1,非R,真田信幸SR
"16243566405074",1044,1,5,1,非R,黑田官兵卫SR
"16243566405074",1029,1,4,1,非R,茶茶SR
"16243566405074",1062,1,1,1,非R,立花宗茂SSR
"16243566405074",1010,1,1,1,非R,宫本武藏SSR
"16243566405074",1067,1,4,1,非R,织田信长SR
"16243566405074",1135,1,4,1,非R,谋·明智光秀SSR
"16243566405074",1079,1,4,1,非R,阿江SR
"16243566405074",1011,1,5,1,非R,望月千代女SR
"16243566405074",1069,1,4,1,非R,长尾景虎SR
"16243566405074",1138,1,5,1,非R,勇·柴田胜家SSR
"16243566405074",1121,1,3,1,非R,谋·织田信长SSR+
"16243566405074",1036,1,4,1,非R,立花宗茂SR
"16243566405074",1123,1,2,1,非R,勇·宫本武藏SSR
"16243566405074",1071,1,5,1,非R,石田三成SR
"16243566405074",1047,2,5,18,非R,小早川隆景SR
"16243566405074",1171,2,1,18,非R,谋·黑田官兵卫SSR+
"16243566405074",1075,2,5,18,非R,今川义元SR
"16243566405074",1041,2,5,18,非R,森兰丸SR
"14057428336692",1035,1,5,1,非R,佐佐木小次郎SR
"14057428336692",1120,1,2,1,非R,援·阿初SSR
"14057428336692",1071,1,5,1,非R,石田三成SR
"14057428336692",1028,1,5,1,非R,真田信幸SR
"14057428336692",1145,1,4,1,非R,勇·足利义辉SSR
"14057428336692",1130,1,3,1,非R,坚·武田信玄SSR
"14057428336692",1014,1,1,1,非R,立花訚千代SSR
"14057428336692",1068,1,5,1,非R,木下秀吉SR
"14057428336692",1171,3,2,9,非R,谋·黑田官兵卫SSR+
"16415365340814",1126,1,5,1,非R,谋·浓姬SSR
"16415365340814",1127,1,3,1,非R,谋·上杉谦信SSR+
"16415365340814",1019,1,2,1,非R,宁宁SSR
"16415365340814",1014,2,2,4,非R,立花訚千代SSR
"16415365340814",1135,2,2,4,非R,谋·明智光秀SSR
"16415365340814",1161,2,1,4,非R,刚·本多忠胜UR
"16415365340814",1124,3,4,7,非R,勇·伊达政宗SSR
"14770393007691",1021,1,2,1,非R,伊达政宗SSR
"14770393007691",1075,1,3,1,非R,今川义元SR
"14770393007691",1011,1,3,1,非R,望月千代女SR
"14770393007691",1035,1,2,1,非R,佐佐木小次郎SR
"14770393007691",1077,1,3,1,非R,直江兼续SR
"14770393007691",1134,2,2,6,非R,谋·德川家康SSR+
"14770393007691",1069,2,3,6,非R,长尾景虎SR
"14770393007691",1207,2,4,6,非R,S12本愿寺显如SSR+
"14770393007691",1132,3,2,9,非R,援·阿市SSR+
"14770393007691",1147,4,3,10,非R,谋·茶茶SSR
"14770393007691",1152,7,2,11,非R,刚·德川家康UR
"17583596476391",1093,1,7,1,微R,光·井伊直虎UR
"17583596476391",1129,1,4,1,微R,刚·织田信长UR
"17583596476391",1170,1,5,1,微R,谋·竹中半兵卫SSR+
"17583596476391",1063,1,4,1,微R,森兰丸SSR
"17583596476391",1066,1,5,1,微R,佐佐木小次郎SSR
"17583596476391",1064,1,2,1,微R,望月千代女SSR
"17583596476391",1144,2,5,7,微R,援·阿国SSR+
"17583596476391",1165,2,0,7,微R,柔·井伊直虎UR
"17583596476391",1143,3,4,9,微R,勇·本多忠胜SSR+
"17257179092562",1024,1,3,1,小R,长宗我部元亲SR
"17257179092562",1076,1,2,1,小R,浅井长政SR
"17257179092562",1169,1,3,1,小R,勇·前田利家SSR+
"17257179092562",1011,1,2,1,小R,望月千代女SR
"17257179092562",1134,2,6,5,小R,谋·德川家康SSR+
"17257179092562",1072,2,1,5,小R,梵天丸SR
"17257179092562",1211,2,3,5,小R,刚·最上义光UR
"17257179092562",1038,2,5,5,小R,本多忠胜SSR+
"17257179092562",1127,2,3,5,小R,谋·上杉谦信SSR+
"17257179092562",1050,3,4,10,小R,暗·织田信长UR
"17257179092562",1012,3,5,10,小R,阿市SSR+
"17257179092562",1165,4,1,12,小R,柔·井伊直虎UR
"17257179092562",1067,4,5,12,小R,织田信长SR
"17257179092562",1069,4,3,12,小R,长尾景虎SR
"17257179092562",1151,5,3,15,小R,德寿丸SR
"17308718463525",1158,1,0,1,微R,刚·上杉谦信UR
"17308718463525",1027,1,3,1,微R,毛利元就SSR
"17308718463525",1020,1,2,1,微R,浓姬SSR
"17308718463525",1169,1,2,1,微R,勇·前田利家SSR+
"17308718463525",1087,1,1,1,微R,光·北条氏康UR
"17308718463525",1038,1,6,1,微R,本多忠胜SSR+
"17308718463525",1166,1,0,1,微R,柔·阿松UR
"17308718463525",1143,2,6,8,微R,勇·本多忠胜SSR+
"17308718463525",1008,2,3,8,微R,织田信长SSR+
"17308718463525",1063,2,4,8,微R,森兰丸SSR
"17308718463525",1013,2,3,8,微R,阿松SSR
"17308718463525",1312,2,1,8,微R,S35真田幸隆SSR+
"17308718463525",1018,3,4,13,微R,上杉谦信SSR+
"17308718463525",1016,6,4,14,微R,真田幸村SSR+
"14572824490031",1012,1,6,1,非R,阿市SSR+
"14572824490031",1170,1,2,1,非R,谋·竹中半兵卫SSR+
"14572824490031",1171,2,3,3,非R,谋·黑田官兵卫SSR+
"14572824490031",1052,2,3,3,非R,光·真田幸村UR
"14572824490031",1122,3,6,5,非R,援·丰臣秀吉SSR+
"14572824490031",1133,3,7,5,非R,勇·真田幸村SSR+
"14572824490031",1043,3,5,5,非R,直江兼续SSR
"16479790079714",1286,1,5,1,大R,S27上杉宪政SSR+
"16479790079714",1294,2,2,2,大R,联动-吕布UR
"16479790079714",1008,3,4,3,大R,织田信长SSR+
"16479790079714",1052,3,1,3,大R,光·真田幸村UR
"16479790079714",1009,3,4,3,大R,丰臣秀吉SSR+
"13550622239080",1133,1,3,1,非R,勇·真田幸村SSR+
"13550622239080",1012,2,5,2,非R,阿市SSR+
"13550622239080",1038,2,1,2,非R,本多忠胜SSR+
"13550622239080",1121,3,2,4,非R,谋·织田信长SSR+
"13550622239080",1144,3,2,4,非R,援·阿国SSR+
"13550622239080",1052,5,2,6,非R,光·真田幸村UR
"15371688125420",1010,1,5,1,非R,宫本武藏SSR
"15371688125420",1024,1,5,1,非R,长宗我部元亲SR
"15371688125420",1052,1,2,1,非R,光·真田幸村UR
"15371688125420",1152,1,3,1,非R,刚·德川家康UR
"15371688125420",1022,1,5,1,非R,武田信玄SSR
"15371688125420",1164,1,1,1,非R,柔·立花訚千代UR
"15371688125420",1171,1,4,1,非R,谋·黑田官兵卫SSR+
"15371688125420",1039,2,5,8,非R,柴田胜家SSR
"15371688125420",1040,3,5,9,非R,阿国SSR+
"15371688125420",1009,3,6,9,非R,丰臣秀吉SSR+
"15371688125420",1211,5,2,11,非R,刚·最上义光UR
"16303696065235",1169,1,3,1,非R,勇·前田利家SSR+
"16303696065235",1010,1,5,1,非R,宫本武藏SSR
"16303696065235",1009,1,4,1,非R,丰臣秀吉SSR+
"16303696065235",1032,1,4,1,非R,石田三成SSR
"16303696065235",1170,1,7,1,非R,谋·竹中半兵卫SSR+
"16303696065235",1065,2,4,6,非R,小早川隆景SSR
"16303696065235",1018,4,5,7,非R,上杉谦信SSR+
"16303696065235",1164,6,2,8,非R,柔·立花訚千代UR
"17192754530673",1171,1,3,1,非R,谋·黑田官兵卫SSR+
"17192754530673",1144,1,5,1,非R,援·阿国SSR+
"17192754530673",1038,1,5,1,非R,本多忠胜SSR+
"17192754530673",1166,2,1,4,非R,柔·阿松UR
"17192754530673",1057,6,2,5,非R,光·德川家康UR
"15277199079298",1133,1,4,1,非R,勇·真田幸村SSR+
"15277199079298",1121,1,5,1,非R,谋·织田信长SSR+
"15277199079298",1012,1,7,1,非R,阿市SSR+
