item_id,item_name,gold_value,system,sub_system,item_type
50602026,护臂*绝世宝石,,宝石,宝石胚子,
50603015,衣服*绝世宝石,,宝石,宝石胚子,
50604021,裤子*绝世宝石,,宝石,宝石胚子,
50701016,头盔*至尊宝石,,宝石,宝石胚子,
50702004,护臂*至尊宝石,,宝石,宝石胚子,
50703005,衣服*至尊宝石,,宝石,宝石胚子,
50703025,衣服*至尊宝石,,宝石,宝石胚子,
120006,魔方核心,,运营活动,活动兑换,
1001403,14阶蓝色装备,,装备,装备胚子,
40104010,橙色1阶裤子,,装备,装备胚子,
40105016,彩色1阶鞋子,,装备,装备胚子,
40205014,红色2阶鞋子,,装备,装备胚子,
40206003,绿色2阶手套,,装备,装备胚子,
40301007,紫色3阶头盔,,装备,装备胚子,
40301011,橙色3阶头盔,,装备,装备胚子,
40304001,白色3阶裤子,,装备,装备胚子,
40304002,绿色3阶裤子,,装备,装备胚子,
40305002,绿色3阶鞋子,,装备,装备胚子,
40402015,彩色4阶护臂,,装备,装备胚子,
40403004,蓝色4阶衣服,,装备,装备胚子,
40602013,红色6阶护臂,,装备,装备胚子,
40605010,橙色6阶鞋子,,装备,装备胚子,
40701006,紫色7阶头盔,,装备,装备胚子,
40703005,蓝色7阶衣服,,装备,装备胚子,
40801006,紫色8阶头盔,,装备,装备胚子,
40804013,红色8阶裤子,,装备,装备胚子,
40806003,绿色8阶手套,,装备,装备胚子,
41002003,绿色10阶护臂,,装备,装备胚子,
41104002,绿色11阶裤子,,装备,装备胚子,
41106010,橙色11阶手套,,装备,装备胚子,
41203002,绿色12阶衣服,,装备,装备胚子,
41206001,白色12阶手套,,装备,装备胚子,
41302013,红色13阶护臂,,装备,装备胚子,
41401006,紫色14阶头盔,,装备,装备胚子,
41406016,彩色14阶手套,,装备,装备胚子,
41505013,红色15阶鞋子,,装备,装备胚子,
50102001,护臂*普通宝石,,宝石,宝石胚子,
50102006,护臂*普通宝石,,宝石,宝石胚子,
50402026,护臂*完美宝石,,宝石,宝石胚子,
50403025,衣服*完美宝石,,宝石,宝石胚子,
50404020,裤子*完美宝石,,宝石,宝石胚子,
50405015,鞋子*完美宝石,,宝石,宝石胚子,
50405027,鞋子*完美宝石,,宝石,宝石胚子,
50502024,护臂*传说宝石,,宝石,宝石胚子,
50503020,衣服*传说宝石,,宝石,宝石胚子,
50503036,衣服*传说宝石,,宝石,宝石胚子,
50505009,鞋子*传说宝石,,宝石,宝石胚子,
50602002,护臂*绝世宝石,,宝石,宝石胚子,
50603003,衣服*绝世宝石,,宝石,宝石胚子,
50603004,衣服*绝世宝石,,宝石,宝石胚子,
50603006,衣服*绝世宝石,,宝石,宝石胚子,
50604001,裤子*绝世宝石,,宝石,宝石胚子,
50606015,手套*绝世宝石,,宝石,宝石胚子,
50701021,头盔*至尊宝石,,宝石,宝石胚子,
50701029,头盔*至尊宝石,,宝石,宝石胚子,
50703012,衣服*至尊宝石,,宝石,宝石胚子,
50704014,裤子*至尊宝石,,宝石,宝石胚子,
160003,七日活动积分,,货币,,
171002,冰头像,,头像,皮肤,
1020004,15-20挂机装备掉落,,装备,装备胚子,
1001904,19阶紫色装备,,装备,装备胚子,
1002002,20阶绿色装备,,装备,装备胚子,
1002106,21阶红色装备,,装备,装备胚子,
40101007,紫色1阶头盔,,装备,装备胚子,
40105002,绿色1阶鞋子,,装备,装备胚子,
40201003,绿色2阶头盔,,装备,装备胚子,
40201016,彩色2阶头盔,,装备,装备胚子,
40203001,白色2阶衣服,,装备,装备胚子,
40204008,紫色2阶裤子,,装备,装备胚子,
40401001,白色4阶头盔,,装备,装备胚子,
40403015,彩色4阶衣服,,装备,装备胚子,
40406008,紫色4阶手套,,装备,装备胚子,
40503006,紫色5阶衣服,,装备,装备胚子,
40505010,橙色5阶鞋子,,装备,装备胚子,
40606017,彩色6阶手套,,装备,装备胚子,
40704004,蓝色7阶裤子,,装备,装备胚子,
40705013,红色7阶鞋子,,装备,装备胚子,
40801016,彩色8阶头盔,,装备,装备胚子,
40903004,蓝色9阶衣服,,装备,装备胚子,
40906008,紫色9阶手套,,装备,装备胚子,
41106001,白色11阶手套,,装备,装备胚子,
41201009,橙色12阶头盔,,装备,装备胚子,
41202011,橙色12阶护臂,,装备,装备胚子,
41204002,绿色12阶裤子,,装备,装备胚子,
41204006,紫色12阶裤子,,装备,装备胚子,
41301015,彩色13阶头盔,,装备,装备胚子,
41302011,橙色13阶护臂,,装备,装备胚子,
41303014,红色13阶衣服,,装备,装备胚子,
41305008,紫色13阶鞋子,,装备,装备胚子,
41402009,橙色14阶护臂,,装备,装备胚子,
41501005,蓝色15阶头盔,,装备,装备胚子,
41502014,红色15阶护臂,,装备,装备胚子,
41503008,紫色15阶衣服,,装备,装备胚子,
41503013,红色15阶衣服,,装备,装备胚子,
41504015,彩色15阶裤子,,装备,装备胚子,
50105002,鞋子*普通宝石,,宝石,宝石胚子,
50202013,护臂*精良宝石,,宝石,宝石胚子,
50203015,衣服*精良宝石,,宝石,宝石胚子,
50205006,鞋子*精良宝石,,宝石,宝石胚子,
50205008,鞋子*精良宝石,,宝石,宝石胚子,
50205009,鞋子*精良宝石,,宝石,宝石胚子,
50205014,鞋子*精良宝石,,宝石,宝石胚子,
50206014,手套*精良宝石,,宝石,宝石胚子,
50304004,裤子*卓越宝石,,宝石,宝石胚子,
50305004,鞋子*卓越宝石,,宝石,宝石胚子,
50401014,头盔*完美宝石,,宝石,宝石胚子,
50402010,护臂*完美宝石,,宝石,宝石胚子,
50403028,衣服*完美宝石,,宝石,宝石胚子,
50501004,头盔*传说宝石,,宝石,宝石胚子,
50502019,护臂*传说宝石,,宝石,宝石胚子,
50502026,护臂*传说宝石,,宝石,宝石胚子,
50505023,鞋子*传说宝石,,宝石,宝石胚子,
50601020,头盔*绝世宝石,,宝石,宝石胚子,
50603035,衣服*绝世宝石,,宝石,宝石胚子,
50606003,手套*绝世宝石,,宝石,宝石胚子,
50701026,头盔*至尊宝石,,宝石,宝石胚子,
50704018,裤子*至尊宝石,,宝石,宝石胚子,
50705034,鞋子*至尊宝石,,宝石,宝石胚子,
50706027,手套*至尊宝石,,宝石,宝石胚子,
120013,至尊随机宝石,,宝石,宝石随机包,
171004,电头像,,头像,皮肤,
60101001,寒冰蘑菇,,,,
1001903,19阶蓝色装备,,装备,装备胚子,
1002007,20阶彩色装备,,装备,装备胚子,
1002107,21阶彩色装备,,装备,装备胚子,
1002207,22阶彩色装备,,装备,装备胚子,
1002401,24阶白色装备,,装备,装备胚子,
40204005,蓝色2阶裤子,,装备,装备胚子,
40206015,彩色2阶手套,,装备,装备胚子,
40303007,紫色3阶衣服,,装备,装备胚子,
40305009,橙色3阶鞋子,,装备,装备胚子,
40403003,绿色4阶衣服,,装备,装备胚子,
40502014,红色5阶护臂,,装备,装备胚子,
40504012,红色5阶裤子,,装备,装备胚子,
40505013,红色5阶鞋子,,装备,装备胚子,
40604007,紫色6阶裤子,,装备,装备胚子,
40604017,彩色6阶裤子,,装备,装备胚子,
40702006,紫色7阶护臂,,装备,装备胚子,
40704017,彩色7阶裤子,,装备,装备胚子,
40803007,紫色8阶衣服,,装备,装备胚子,
40901016,彩色9阶头盔,,装备,装备胚子,
40905012,红色9阶鞋子,,装备,装备胚子,
40905014,红色9阶鞋子,,装备,装备胚子,
41003011,橙色10阶衣服,,装备,装备胚子,
41103001,白色11阶衣服,,装备,装备胚子,
41203009,橙色12阶衣服,,装备,装备胚子,
41205001,白色12阶鞋子,,装备,装备胚子,
41301004,蓝色13阶头盔,,装备,装备胚子,
60302001,雪人核心,,伙伴核心,伙伴皮肤,
1000202,2阶绿色装备,,装备,装备胚子,
1000802,8阶绿色装备,,装备,装备胚子,
1000803,8阶蓝色装备,,装备,装备胚子,
1000903,9阶蓝色装备,,装备,装备胚子,
1001704,17阶紫色装备,,装备,装备胚子,
1002203,22阶蓝色装备,,装备,装备胚子,
40402005,蓝色4阶护臂,,装备,装备胚子,
40501017,彩色5阶头盔,,装备,装备胚子,
40502011,橙色5阶护臂,,装备,装备胚子,
40505006,紫色5阶鞋子,,装备,装备胚子,
40604008,紫色6阶裤子,,装备,装备胚子,
40703001,白色7阶衣服,,装备,装备胚子,
40706001,白色7阶手套,,装备,装备胚子,
40803001,白色8阶衣服,,装备,装备胚子,
40904001,白色9阶裤子,,装备,装备胚子,
40905002,绿色9阶鞋子,,装备,装备胚子,
40905009,橙色9阶鞋子,,装备,装备胚子,
41005008,紫色10阶鞋子,,装备,装备胚子,
41006002,绿色10阶手套,,装备,装备胚子,
41105011,橙色11阶鞋子,,装备,装备胚子,
41106006,紫色11阶手套,,装备,装备胚子,
41106008,紫色11阶手套,,装备,装备胚子,
41106012,红色11阶手套,,装备,装备胚子,
41205007,紫色12阶鞋子,,装备,装备胚子,
41402003,绿色14阶护臂,,装备,装备胚子,
41501014,红色15阶头盔,,装备,装备胚子,
41502013,红色15阶护臂,,装备,装备胚子,
41505001,白色15阶鞋子,,装备,装备胚子,
50104013,裤子*普通宝石,,宝石,宝石胚子,
50205012,鞋子*精良宝石,,宝石,宝石胚子,
50401001,头盔*完美宝石,,宝石,宝石胚子,
50401010,头盔*完美宝石,,宝石,宝石胚子,
50401013,头盔*完美宝石,,宝石,宝石胚子,
50503018,衣服*传说宝石,,宝石,宝石胚子,
50504026,裤子*传说宝石,,宝石,宝石胚子,
50504031,裤子*传说宝石,,宝石,宝石胚子,
50504033,裤子*传说宝石,,宝石,宝石胚子,
50505004,鞋子*传说宝石,,宝石,宝石胚子,
50506023,手套*传说宝石,,宝石,宝石胚子,
50506033,手套*传说宝石,,宝石,宝石胚子,
50601008,头盔*绝世宝石,,宝石,宝石胚子,
50602008,护臂*绝世宝石,,宝石,宝石胚子,
50602021,护臂*绝世宝石,,宝石,宝石胚子,
50603007,衣服*绝世宝石,,宝石,宝石胚子,
50603024,衣服*绝世宝石,,宝石,宝石胚子,
50604037,裤子*绝世宝石,,宝石,宝石胚子,
50605004,鞋子*绝世宝石,,宝石,宝石胚子,
50701034,头盔*至尊宝石,,宝石,宝石胚子,
50704038,裤子*至尊宝石,,宝石,宝石胚子,
50705003,鞋子*至尊宝石,,宝石,宝石胚子,
50705007,鞋子*至尊宝石,,宝石,宝石胚子,
50705030,鞋子*至尊宝石,,宝石,宝石胚子,
40105005,蓝色1阶鞋子,,装备,装备胚子,
40106008,紫色1阶手套,,装备,装备胚子,
40201002,绿色2阶头盔,,装备,装备胚子,
40201006,紫色2阶头盔,,装备,装备胚子,
40205002,绿色2阶鞋子,,装备,装备胚子,
40206014,红色2阶手套,,装备,装备胚子,
40305017,彩色3阶鞋子,,装备,装备胚子,
40306015,彩色3阶手套,,装备,装备胚子,
120002,防线升级材料,,防线,防线升级,
1001506,15阶红色装备,,装备,装备胚子,
1001801,18阶白色装备,,装备,装备胚子,
40101016,彩色1阶头盔,,装备,装备胚子,
40103013,红色1阶衣服,,装备,装备胚子,
40203014,红色2阶衣服,,装备,装备胚子,
40301001,白色3阶头盔,,装备,装备胚子,
40305010,橙色3阶鞋子,,装备,装备胚子,
40305016,彩色3阶鞋子,,装备,装备胚子,
40401002,绿色4阶头盔,,装备,装备胚子,
40401008,紫色4阶头盔,,装备,装备胚子,
40406005,蓝色4阶手套,,装备,装备胚子,
40406015,彩色4阶手套,,装备,装备胚子,
40501003,绿色5阶头盔,,装备,装备胚子,
40606011,橙色6阶手套,,装备,装备胚子,
40702017,彩色7阶护臂,,装备,装备胚子,
40705002,绿色7阶鞋子,,装备,装备胚子,
40705007,紫色7阶鞋子,,装备,装备胚子,
40705011,橙色7阶鞋子,,装备,装备胚子,
40804009,橙色8阶裤子,,装备,装备胚子,
40804017,彩色8阶裤子,,装备,装备胚子,
40805004,蓝色8阶鞋子,,装备,装备胚子,
40902004,蓝色9阶护臂,,装备,装备胚子,
40903005,蓝色9阶衣服,,装备,装备胚子,
41003012,红色10阶衣服,,装备,装备胚子,
41006005,蓝色10阶手套,,装备,装备胚子,
41104015,彩色11阶裤子,,装备,装备胚子,
41201004,蓝色12阶头盔,,装备,装备胚子,
41201011,橙色12阶头盔,,装备,装备胚子,
41205006,紫色12阶鞋子,,装备,装备胚子,
41303007,紫色13阶衣服,,装备,装备胚子,
41304002,绿色13阶裤子,,装备,装备胚子,
120009,卓越随机宝石,,宝石,宝石随机包,
160004,军团每日任务积分,,货币,,
1000105,1阶橙色装备,,装备,装备胚子,
1000207,2阶彩色装备,,装备,装备胚子,
1000601,6阶白色装备,,装备,装备胚子,
1001703,17阶蓝色装备,,装备,装备胚子,
40106004,蓝色1阶手套,,装备,装备胚子,
40201005,蓝色2阶头盔,,装备,装备胚子,
40206009,橙色2阶手套,,装备,装备胚子,
40305012,红色3阶鞋子,,装备,装备胚子,
40402016,彩色4阶护臂,,装备,装备胚子,
40403016,彩色4阶衣服,,装备,装备胚子,
40405005,蓝色4阶鞋子,,装备,装备胚子,
40601008,紫色6阶头盔,,装备,装备胚子,
40903010,橙色9阶衣服,,装备,装备胚子,
41002009,橙色10阶护臂,,装备,装备胚子,
41004005,蓝色10阶裤子,,装备,装备胚子,
41105014,红色11阶鞋子,,装备,装备胚子,
41106002,绿色11阶手套,,装备,装备胚子,
41203005,蓝色12阶衣服,,装备,装备胚子,
41203014,红色12阶衣服,,装备,装备胚子,
41303006,紫色13阶衣服,,装备,装备胚子,
41402004,蓝色14阶护臂,,装备,装备胚子,
41402006,紫色14阶护臂,,装备,装备胚子,
41502011,橙色15阶护臂,,装备,装备胚子,
41503014,红色15阶衣服,,装备,装备胚子,
41504014,红色15阶裤子,,装备,装备胚子,
41505003,绿色15阶鞋子,,装备,装备胚子,
50101004,头盔*普通宝石,,宝石,宝石胚子,
50106016,手套*普通宝石,,宝石,宝石胚子,
50202001,护臂*精良宝石,,宝石,宝石胚子,
50202014,护臂*精良宝石,,宝石,宝石胚子,
50301002,头盔*卓越宝石,,宝石,宝石胚子,
50302015,护臂*卓越宝石,,宝石,宝石胚子,
50304014,裤子*卓越宝石,,宝石,宝石胚子,
50401009,头盔*完美宝石,,宝石,宝石胚子,
50401016,头盔*完美宝石,,宝石,宝石胚子,
50405018,鞋子*完美宝石,,宝石,宝石胚子,
50501001,头盔*传说宝石,,宝石,宝石胚子,
50503015,衣服*传说宝石,,宝石,宝石胚子,
50504034,裤子*传说宝石,,宝石,宝石胚子,
50601009,头盔*绝世宝石,,宝石,宝石胚子,
50604016,裤子*绝世宝石,,宝石,宝石胚子,
50606022,手套*绝世宝石,,宝石,宝石胚子,
50701019,头盔*至尊宝石,,宝石,宝石胚子,
50702021,护臂*至尊宝石,,宝石,宝石胚子,
50702037,护臂*至尊宝石,,宝石,宝石胚子,
50705006,鞋子*至尊宝石,,宝石,宝石胚子,
210006,技能保底掉落,,,,
2003003,核心皮肤随机箱子,,伙伴核心,伙伴皮肤,
3001002,通用装备图纸掉落（1个）,,,,
300001,军团经验,,,,
61001002,时装升星道具,,角色,角色皮肤,
1010002,5-10装备掉落,,装备,装备胚子,
1001207,12阶彩色装备,,装备,装备胚子,
1001607,16阶彩色装备,,装备,装备胚子,
40103002,绿色1阶衣服,,装备,装备胚子,
40103014,红色1阶衣服,,装备,装备胚子,
40105013,红色1阶鞋子,,装备,装备胚子,
40205016,彩色2阶鞋子,,装备,装备胚子,
40303001,白色3阶衣服,,装备,装备胚子,
40304006,紫色3阶裤子,,装备,装备胚子,
40406010,橙色4阶手套,,装备,装备胚子,
40501004,蓝色5阶头盔,,装备,装备胚子,
40502010,橙色5阶护臂,,装备,装备胚子,
40505007,紫色5阶鞋子,,装备,装备胚子,
40801008,紫色8阶头盔,,装备,装备胚子,
40803012,红色8阶衣服,,装备,装备胚子,
40902002,绿色9阶护臂,,装备,装备胚子,
40905006,紫色9阶鞋子,,装备,装备胚子,
40906011,橙色9阶手套,,装备,装备胚子,
41001005,蓝色10阶头盔,,装备,装备胚子,
41002004,蓝色10阶护臂,,装备,装备胚子,
41004007,紫色10阶裤子,,装备,装备胚子,
41103014,红色11阶衣服,,装备,装备胚子,
41103016,彩色11阶衣服,,装备,装备胚子,
41203008,紫色12阶衣服,,装备,装备胚子,
41302010,橙色13阶护臂,,装备,装备胚子,
41401010,橙色14阶头盔,,装备,装备胚子,
41402002,绿色14阶护臂,,装备,装备胚子,
41404013,红色14阶裤子,,装备,装备胚子,
41404015,彩色14阶裤子,,装备,装备胚子,
41504006,紫色15阶裤子,,装备,装备胚子,
41504013,红色15阶裤子,,装备,装备胚子,
41506004,蓝色15阶手套,,装备,装备胚子,
50101001,头盔*普通宝石,,宝石,宝石胚子,
50103002,衣服*普通宝石,,宝石,宝石胚子,
50105009,鞋子*普通宝石,,宝石,宝石胚子,
50106008,手套*普通宝石,,宝石,宝石胚子,
50301003,头盔*卓越宝石,,宝石,宝石胚子,
50301011,头盔*卓越宝石,,宝石,宝石胚子,
50305003,鞋子*卓越宝石,,宝石,宝石胚子,
50402027,护臂*完美宝石,,宝石,宝石胚子,
50403002,衣服*完美宝石,,宝石,宝石胚子,
50403005,衣服*完美宝石,,宝石,宝石胚子,
50403013,衣服*完美宝石,,宝石,宝石胚子,
50403019,衣服*完美宝石,,宝石,宝石胚子,
50404033,裤子*完美宝石,,宝石,宝石胚子,
50504004,裤子*传说宝石,,宝石,宝石胚子,
50601015,头盔*绝世宝石,,宝石,宝石胚子,
50602035,护臂*绝世宝石,,宝石,宝石胚子,
50605019,鞋子*绝世宝石,,宝石,宝石胚子,
50606024,手套*绝世宝石,,宝石,宝石胚子,
50701022,头盔*至尊宝石,,宝石,宝石胚子,
50703018,衣服*至尊宝石,,宝石,宝石胚子,
50703027,衣服*至尊宝石,,宝石,宝石胚子,
50704015,裤子*至尊宝石,,宝石,宝石胚子,
50704025,裤子*至尊宝石,,宝石,宝石胚子,
50705002,鞋子*至尊宝石,,宝石,宝石胚子,
50705013,鞋子*至尊宝石,,宝石,宝石胚子,
50706037,手套*至尊宝石,,宝石,宝石胚子,
120011,传说随机宝石,,宝石,宝石随机包,
120012,绝世随机宝石,,宝石,宝石随机包,
130008,闪电链升级材料,,伙伴核心,技能升级材料,
210003,关卡结算宝石保底,,,,
60102001,火焰蘑菇,,枪械,枪械皮肤,
1000307,3阶彩色装备,,装备,装备胚子,
1000807,8阶彩色装备,,装备,装备胚子,
1001103,11阶蓝色装备,,装备,装备胚子,
1002204,22阶紫色装备,,装备,装备胚子,
40105011,橙色1阶鞋子,,装备,装备胚子,
40105012,红色1阶鞋子,,装备,装备胚子,
40202003,绿色2阶护臂,,装备,装备胚子,
40205004,蓝色2阶鞋子,,装备,装备胚子,
40303014,红色3阶衣服,,装备,装备胚子,
40402002,绿色4阶护臂,,装备,装备胚子,
40402013,红色4阶护臂,,装备,装备胚子,
40403002,绿色4阶衣服,,装备,装备胚子,
40405013,红色4阶鞋子,,装备,装备胚子,
40406001,白色4阶手套,,装备,装备胚子,
40601006,紫色6阶头盔,,装备,装备胚子,
40603004,蓝色6阶衣服,,装备,装备胚子,
40603010,橙色6阶衣服,,装备,装备胚子,
40604009,橙色6阶裤子,,装备,装备胚子,
40701014,红色7阶头盔,,装备,装备胚子,
40706007,紫色7阶手套,,装备,装备胚子,
40706017,彩色7阶手套,,装备,装备胚子,
40805016,彩色8阶鞋子,,装备,装备胚子,
40806006,紫色8阶手套,,装备,装备胚子,
40806007,紫色8阶手套,,装备,装备胚子,
40901004,蓝色9阶头盔,,装备,装备胚子,
40904008,紫色9阶裤子,,装备,装备胚子,
40904014,红色9阶裤子,,装备,装备胚子,
41001002,绿色10阶头盔,,装备,装备胚子,
41003001,白色10阶衣服,,装备,装备胚子,
41004012,红色10阶裤子,,装备,装备胚子,
41006010,橙色10阶手套,,装备,装备胚子,
41101017,彩色11阶头盔,,装备,装备胚子,
41206011,橙色12阶手套,,装备,装备胚子,
41303010,橙色13阶衣服,,装备,装备胚子,
41305014,红色13阶鞋子,,装备,装备胚子,
41306017,彩色13阶手套,,装备,装备胚子,
41402016,彩色14阶护臂,,装备,装备胚子,
41404007,紫色14阶裤子,,装备,装备胚子,
41406005,蓝色14阶手套,,装备,装备胚子,
41506003,绿色15阶手套,,装备,装备胚子,
50102011,护臂*普通宝石,,宝石,宝石胚子,
50201009,头盔*精良宝石,,宝石,宝石胚子,
50203005,衣服*精良宝石,,宝石,宝石胚子,
50304003,裤子*卓越宝石,,宝石,宝石胚子,
50305005,鞋子*卓越宝石,,宝石,宝石胚子,
50401005,头盔*完美宝石,,宝石,宝石胚子,
41001013,红色10阶头盔,,装备,装备胚子,
41004015,彩色10阶裤子,,装备,装备胚子,
41102005,蓝色11阶护臂,,装备,装备胚子,
41102006,紫色11阶护臂,,装备,装备胚子,
41105005,蓝色11阶鞋子,,装备,装备胚子,
41201007,紫色12阶头盔,,装备,装备胚子,
41202002,绿色12阶护臂,,装备,装备胚子,
41206002,绿色12阶手套,,装备,装备胚子,
41306006,紫色13阶手套,,装备,装备胚子,
41401014,红色14阶头盔,,装备,装备胚子,
41403004,蓝色14阶衣服,,装备,装备胚子,
41405002,绿色14阶鞋子,,装备,装备胚子,
41405006,紫色14阶鞋子,,装备,装备胚子,
41502007,紫色15阶护臂,,装备,装备胚子,
41505006,紫色15阶鞋子,,装备,装备胚子,
41505011,橙色15阶鞋子,,装备,装备胚子,
50102013,护臂*普通宝石,,宝石,宝石胚子,
50203009,衣服*精良宝石,,宝石,宝石胚子,
50203010,衣服*精良宝石,,宝石,宝石胚子,
50205001,鞋子*精良宝石,,宝石,宝石胚子,
50301019,头盔*卓越宝石,,宝石,宝石胚子,
50302011,护臂*卓越宝石,,宝石,宝石胚子,
50302020,护臂*卓越宝石,,宝石,宝石胚子,
50306006,手套*卓越宝石,,宝石,宝石胚子,
50401028,头盔*完美宝石,,宝石,宝石胚子,
50403010,衣服*完美宝石,,宝石,宝石胚子,
50404008,裤子*完美宝石,,宝石,宝石胚子,
50404030,裤子*完美宝石,,宝石,宝石胚子,
50405028,鞋子*完美宝石,,宝石,宝石胚子,
50406015,手套*完美宝石,,宝石,宝石胚子,
50501003,头盔*传说宝石,,宝石,宝石胚子,
50503025,衣服*传说宝石,,宝石,宝石胚子,
50504023,裤子*传说宝石,,宝石,宝石胚子,
50505024,鞋子*传说宝石,,宝石,宝石胚子,
50601027,头盔*绝世宝石,,宝石,宝石胚子,
50602009,护臂*绝世宝石,,宝石,宝石胚子,
50604005,裤子*绝世宝石,,宝石,宝石胚子,
50605007,鞋子*绝世宝石,,宝石,宝石胚子,
50606017,手套*绝世宝石,,宝石,宝石胚子,
50606026,手套*绝世宝石,,宝石,宝石胚子,
50702035,护臂*至尊宝石,,宝石,宝石胚子,
50704005,裤子*至尊宝石,,宝石,宝石胚子,
50706002,手套*至尊宝石,,宝石,宝石胚子,
50706034,手套*至尊宝石,,宝石,宝石胚子,
212001,挂机装备概率掉落,,,,
1010005,21-25装备掉落,,装备,装备胚子,
1000106,1阶红色装备,,装备,装备胚子,
1000505,5阶橙色装备,,装备,装备胚子,
1001601,16阶白色装备,,装备,装备胚子,
1001606,16阶红色装备,,装备,装备胚子,
1001702,17阶绿色装备,,装备,装备胚子,
1001905,19阶橙色装备,,装备,装备胚子,
40104009,橙色1阶裤子,,装备,装备胚子,
40105001,白色1阶鞋子,,装备,装备胚子,
40201001,白色2阶头盔,,装备,装备胚子,
40202015,彩色2阶护臂,,装备,装备胚子,
40203004,蓝色2阶衣服,,装备,装备胚子,
40206002,绿色2阶手套,,装备,装备胚子,
40305005,蓝色3阶鞋子,,装备,装备胚子,
40305015,彩色3阶鞋子,,装备,装备胚子,
40404006,紫色4阶裤子,,装备,装备胚子,
40405011,橙色4阶鞋子,,装备,装备胚子,
40504008,紫色5阶裤子,,装备,装备胚子,
40601015,彩色6阶头盔,,装备,装备胚子,
40602008,紫色6阶护臂,,装备,装备胚子,
40606004,蓝色6阶手套,,装备,装备胚子,
40703013,红色7阶衣服,,装备,装备胚子,
40802006,紫色8阶护臂,,装备,装备胚子,
40806009,橙色8阶手套,,装备,装备胚子,
40901009,橙色9阶头盔,,装备,装备胚子,
41001006,紫色10阶头盔,,装备,装备胚子,
41003010,橙色10阶衣服,,装备,装备胚子,
41004006,紫色10阶裤子,,装备,装备胚子,
41101001,白色11阶头盔,,装备,装备胚子,
41101014,红色11阶头盔,,装备,装备胚子,
41106014,红色11阶手套,,装备,装备胚子,
41201016,彩色12阶头盔,,装备,装备胚子,
41205009,橙色12阶鞋子,,装备,装备胚子,
41206008,紫色12阶手套,,装备,装备胚子,
41304013,红色13阶裤子,,装备,装备胚子,
41403008,紫色14阶衣服,,装备,装备胚子,
41501010,橙色15阶头盔,,装备,装备胚子,
41504011,橙色15阶裤子,,装备,装备胚子,
50103004,衣服*普通宝石,,宝石,宝石胚子,
50203004,衣服*精良宝石,,宝石,宝石胚子,
50206009,手套*精良宝石,,宝石,宝石胚子,
50301012,头盔*卓越宝石,,宝石,宝石胚子,
50302003,护臂*卓越宝石,,宝石,宝石胚子,
50302021,护臂*卓越宝石,,宝石,宝石胚子,
50303012,衣服*卓越宝石,,宝石,宝石胚子,
50304001,裤子*卓越宝石,,宝石,宝石胚子,
50304019,裤子*卓越宝石,,宝石,宝石胚子,
50306014,手套*卓越宝石,,宝石,宝石胚子,
50403009,衣服*完美宝石,,宝石,宝石胚子,
50403024,衣服*完美宝石,,宝石,宝石胚子,
50404003,裤子*完美宝石,,宝石,宝石胚子,
50406028,手套*完美宝石,,宝石,宝石胚子,
50501011,头盔*传说宝石,,宝石,宝石胚子,
50502002,护臂*传说宝石,,宝石,宝石胚子,
50502012,护臂*传说宝石,,宝石,宝石胚子,
50502025,护臂*传说宝石,,宝石,宝石胚子,
50503004,衣服*传说宝石,,宝石,宝石胚子,
50505007,鞋子*传说宝石,,宝石,宝石胚子,
50602022,护臂*绝世宝石,,宝石,宝石胚子,
50606006,手套*绝世宝石,,宝石,宝石胚子,
50701011,头盔*至尊宝石,,宝石,宝石胚子,
50701020,头盔*至尊宝石,,宝石,宝石胚子,
50703008,衣服*至尊宝石,,宝石,宝石胚子,
50703009,衣服*至尊宝石,,宝石,宝石胚子,
50703035,衣服*至尊宝石,,宝石,宝石胚子,
50704019,裤子*至尊宝石,,宝石,宝石胚子,
50704022,裤子*至尊宝石,,宝石,宝石胚子,
50706003,手套*至尊宝石,,宝石,宝石胚子,
50706020,手套*至尊宝石,,宝石,宝石胚子,
120015,1万金币礼包,,货币,技能升级材料,
40104001,白色1阶裤子,,装备,装备胚子,
40106016,彩色1阶手套,,装备,装备胚子,
40204009,橙色2阶裤子,,装备,装备胚子,
40204011,橙色2阶裤子,,装备,装备胚子,
40303013,红色3阶衣服,,装备,装备胚子,
40305007,紫色3阶鞋子,,装备,装备胚子,
40305013,红色3阶鞋子,,装备,装备胚子,
40604010,橙色6阶裤子,,装备,装备胚子,
40803002,绿色8阶衣服,,装备,装备胚子,
40805010,橙色8阶鞋子,,装备,装备胚子,
40805012,红色8阶鞋子,,装备,装备胚子,
40806001,白色8阶手套,,装备,装备胚子,
40806002,绿色8阶手套,,装备,装备胚子,
40903002,绿色9阶衣服,,装备,装备胚子,
41004009,橙色10阶裤子,,装备,装备胚子,
41004017,彩色10阶裤子,,装备,装备胚子,
41005005,蓝色10阶鞋子,,装备,装备胚子,
41103008,紫色11阶衣服,,装备,装备胚子,
41104003,绿色11阶裤子,,装备,装备胚子,
41104007,紫色11阶裤子,,装备,装备胚子,
41104013,红色11阶裤子,,装备,装备胚子,
41104017,彩色11阶裤子,,装备,装备胚子,
41105016,彩色11阶鞋子,,装备,装备胚子,
41202005,蓝色12阶护臂,,装备,装备胚子,
41202010,橙色12阶护臂,,装备,装备胚子,
41204017,彩色12阶裤子,,装备,装备胚子,
41302006,紫色13阶护臂,,装备,装备胚子,
