"part_date","date","month","payment_itemid","payment_cate","payment_name","dau","pay_dau","pay_user","pay_count","pay_user_first","dau_cate","pay_dau_cate","pay_user_cate","pay_count_cate","pay_user_first_cate"
"2025-03-31",2025-03-31,2025-03-01,gold_318,"4周年庆典自选礼包","4周年庆典自选礼包1",2232,132,15,15,6,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_60003,情人节活动,"2024情人节信物礼包3",2465,137,6,18,3,,,,,
"2025-03-23",2025-03-23,2025-03-01,gold_50064,周期-日礼包,每日礼包-养成16,2262,110,1,2,0,,,,,
"2025-03-31",2025-03-31,2025-03-01,gold_320,"4周年庆典自选礼包","4周年庆典自选礼包3",2232,132,2,2,1,,,,,
"2024-12-05",2024-12-05,2024-12-01,gold_300005,开运礼包,开运礼包5,2347,128,2,2,0,2347,128,2,2,0
"2025-03-23",2025-03-23,2025-03-01,gold_50005,周期-日礼包,每日礼包-new-金币5,2262,110,1,1,0,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_414,情人节活动,"2024情人节史诗礼包19.99-600金币",2465,137,11,11,6,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_413,情人节活动,"2024情人节稀有礼包4.99-300金币",2465,137,7,7,4,,,,,
"2024-09-06",2024-09-06,2024-09-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2406,189,2,2,1,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_60002,情人节活动,"2024情人节信物礼包2",2465,137,4,12,0,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_60001,情人节活动,"2024情人节信物礼包1",2465,137,22,89,11,,,,,
"2025-03-01",2025-03-01,2025-03-01,gold_90003,月度活动,月度活跃-battlepass高级,2316,156,9,9,3,2316,156,14,20,14
"2024-07-15",2024-07-15,2024-07-01,gold_50005,周期-日礼包,每日礼包-new-金币5,2554,195,3,3,1,2554,195,10,18,3
"2025-01-29",2025-01-29,2025-01-01,gold_60006,倍率转盘,倍率转盘-游戏币礼包1,2294,86,13,50,6,2294,86,15,64,8
"2025-04-18",2025-04-18,2025-04-01,gold_60006,倍率转盘,倍率转盘-游戏币礼包1,2212,177,9,35,2,2212,177,10,50,2
"2025-03-15",2025-03-15,2025-03-01,gold_60038,"6周年礼包","6周年-购买档位2-3",2323,110,3,6,1,2323,110,31,249,17
"2025-03-15",2025-03-15,2025-03-01,gold_60039,"6周年礼包","6周年-购买档位2-4",2323,110,1,8,0,,,,,
"2025-03-15",2025-03-15,2025-03-01,gold_60036,"6周年礼包","6周年-购买档位2-1",2323,110,29,197,15,,,,,
"2024-07-15",2024-07-15,2024-07-01,gold_50004,周期-日礼包,每日礼包-new-金币4,2554,195,4,4,1,,,,,
"2024-07-15",2024-07-15,2024-07-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2554,195,1,1,0,,,,,
"2025-01-29",2025-01-29,2025-01-01,gold_60007,倍率转盘,倍率转盘-游戏币礼包2,2294,86,4,12,2,,,,,
"2025-04-18",2025-04-18,2025-04-01,gold_60007,倍率转盘,倍率转盘-游戏币礼包2,2212,177,4,12,0,,,,,
"2024-07-15",2024-07-15,2024-07-01,gold_50063,周期-日礼包,每日礼包-养成15,2554,195,1,1,0,,,,,
"2024-07-15",2024-07-15,2024-07-01,gold_50064,周期-日礼包,每日礼包-养成16,2554,195,1,1,0,,,,,
"2025-03-15",2025-03-15,2025-03-01,gold_60037,"6周年礼包","6周年-购买档位2-2",2323,110,6,38,1,,,,,
"2024-07-15",2024-07-15,2024-07-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2554,195,4,4,1,,,,,
"2025-01-29",2025-01-29,2025-01-01,gold_60008,倍率转盘,倍率转盘-游戏币礼包3,2294,86,2,2,0,,,,,
"2025-03-01",2025-03-01,2025-03-01,gold_90002,月度活动,月度活跃-battlepass中级,2316,156,11,11,11,,,,,
"2024-07-15",2024-07-15,2024-07-01,gold_50020,周期-日礼包,每日礼包-养成6,2554,195,1,1,0,,,,,
"2025-04-18",2025-04-18,2025-04-01,gold_60008,倍率转盘,倍率转盘-游戏币礼包3,2212,177,3,3,0,,,,,
"2024-07-15",2024-07-15,2024-07-01,gold_50019,周期-日礼包,每日礼包-养成5,2554,195,2,3,0,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_417,情人节活动,"2025情人节稀有礼包4.99-300金币",2216,115,21,21,10,2216,115,54,230,35
"2024-07-27",2024-07-27,2024-07-01,gold_307,运营活动直购礼包,每日特惠活动档位3,2598,162,1,1,0,2598,162,6,8,1
"2025-04-03",2025-04-03,2025-04-01,gold_9,月卡,"4.99-月卡",2269,109,11,11,8,2269,109,19,22,16
"2025-04-03",2025-04-03,2025-04-01,gold_80002,月卡,资源月卡-9.99美元,2269,109,6,6,4,,,,,
"2025-03-31",2025-03-31,2025-03-01,gold_90002,月度活动,月度活跃-battlepass中级,2232,132,14,14,4,2232,132,14,22,4
"2024-07-27",2024-07-27,2024-07-01,gold_306,运营活动直购礼包,每日特惠活动档位2,2598,162,2,2,0,,,,,
"2025-02-22",2025-02-22,2025-02-01,gold_50047,周期-周礼包,周礼包-23,2336,108,3,7,2,2336,108,4,13,2
"2025-02-22",2025-02-22,2025-02-01,gold_50034,周期-周礼包,周礼包-10,2336,108,1,2,0,,,,,
"2025-02-22",2025-02-22,2025-02-01,gold_50046,周期-周礼包,周礼包-22,2336,108,1,4,0,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_418,情人节活动,"2025情人节史诗礼包19.99-600金币",2216,115,12,12,2,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60067,情人节活动,"2025情人节-节日礼包2",2216,115,8,17,2,,,,,
"2024-07-27",2024-07-27,2024-07-01,gold_305,运营活动直购礼包,每日特惠活动档位1,2598,162,4,5,1,,,,,
"2025-02-25",2025-02-25,2025-02-01,gold_3,金币,"19.99-1200金币",2266,93,1,1,0,2266,93,4,6,1
"2025-03-12",2025-03-12,2025-03-01,gold_60069,情人节活动,"2025情人节-节日礼包4",2216,115,5,5,2,,,,,
"2025-04-03",2025-04-03,2025-04-01,gold_10,月卡,"19.99-尊贵月卡",2269,109,5,5,4,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60071,情人节活动,"2025情人节-节日礼包6",2216,115,1,1,0,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_90002,月度活动,月度活跃-battlepass中级,2465,137,3,3,1,2465,137,3,3,1
"2025-02-25",2025-02-25,2025-02-01,gold_5,金币,"99.99-6600金币@JPY",2266,93,1,1,1,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60063,情人节活动,"2025情人节-巧克力礼包3",2216,115,4,6,1,,,,,
"2025-02-25",2025-02-25,2025-02-01,gold_2,金币,"9.99-600金币",2266,93,1,1,0,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60066,情人节活动,"2025情人节-节日礼包1",2216,115,5,9,1,,,,,
"2025-03-31",2025-03-31,2025-03-01,gold_90003,月度活动,月度活跃-battlepass高级,2232,132,8,8,0,,,,,
"2025-02-25",2025-02-25,2025-02-01,gold_8,金币,"0.99-30金币",2266,93,2,2,0,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60073,情人节活动,"2025情人节-节日礼包8",2216,115,1,1,0,,,,,
"2025-02-25",2025-02-25,2025-02-01,gold_4,金币,"49.99-3200金币",2266,93,1,1,0,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60062,情人节活动,"2025情人节-巧克力礼包2",2216,115,4,13,0,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60070,情人节活动,"2025情人节-节日礼包5",2216,115,1,1,1,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60068,情人节活动,"2025情人节-节日礼包3",2216,115,14,23,5,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60061,情人节活动,"2025情人节-巧克力礼包1",2216,115,29,118,11,,,,,
"2025-03-12",2025-03-12,2025-03-01,gold_60074,情人节活动,"2025情人节-节日礼包9",2216,115,3,3,0,,,,,
"2024-11-20",2024-11-20,2024-11-01,gold_90002,月度活动,月度活跃-battlepass中级,2389,151,4,4,1,2389,151,4,4,1
"2024-12-30",2024-12-30,2024-12-01,gold_40002,每日一键,一键购买日礼包-2,2365,136,3,3,2,2365,136,31,31,25
"2024-12-30",2024-12-30,2024-12-01,gold_40001,每日一键,一键购买日礼包-1,2365,136,7,7,6,,,,,
"2025-03-08",2025-03-08,2025-03-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2300,121,1,1,0,2300,121,4,4,2
"2025-03-08",2025-03-08,2025-03-01,gold_50005,周期-日礼包,每日礼包-new-金币5,2300,121,1,1,0,,,,,
"2025-01-22",2025-01-22,2025-01-01,gold_7,金币,"4.99-300金币",2337,128,1,1,0,2337,128,5,7,3
"2024-07-31",2024-07-31,2024-07-01,gold_372,月次祭礼包,月次祭礼包2,2487,161,5,8,0,2487,161,43,155,29
"2024-08-10",2024-08-10,2024-08-01,gold_230,幸运屋,S32金森长近SSR+,2564,170,1,1,0,2564,170,9,11,5
"2024-12-15",2024-12-15,2024-12-01,gold_80002,月卡,资源月卡-9.99美元,2386,128,15,15,12,2386,128,30,38,28
"2024-08-10",2024-08-10,2024-08-01,gold_128,幸运屋,本多忠胜SSR+,2564,170,1,1,1,,,,,
"2024-12-15",2024-12-15,2024-12-01,gold_9,月卡,"4.99-月卡",2386,128,13,13,11,,,,,
"2024-10-13",2024-10-13,2024-10-01,gold_60008,倍率转盘,倍率转盘-游戏币礼包3,2478,154,6,10,2,2478,154,14,80,9
"2025-01-22",2025-01-22,2025-01-01,gold_8,金币,"0.99-30金币",2337,128,1,1,0,,,,,
"2025-03-11",2025-03-11,2025-03-01,gold_80001,battlepass,段位battlepass,2264,139,2,2,0,2264,139,3,4,1
"2025-03-08",2025-03-08,2025-03-01,gold_50004,周期-日礼包,每日礼包-new-金币4,2300,121,1,1,1,,,,,
"2024-12-15",2024-12-15,2024-12-01,gold_90001,月度周储钱罐,月度周储钱罐,2386,128,12,12,9,2386,128,12,12,9
"2024-08-10",2024-08-10,2024-08-01,gold_118,幸运屋,德川家康SSR+获得礼包,2564,170,2,2,1,,,,,
"2025-01-22",2025-01-22,2025-01-01,gold_4,金币,"49.99-3200金币",2337,128,1,1,1,,,,,
"2024-10-13",2024-10-13,2024-10-01,gold_60006,倍率转盘,倍率转盘-游戏币礼包1,2478,154,11,55,7,,,,,
"2025-03-08",2025-03-08,2025-03-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2300,121,1,1,1,,,,,
"2025-01-22",2025-01-22,2025-01-01,gold_3,金币,"19.99-1200金币",2337,128,2,2,1,,,,,
"2025-03-11",2025-03-11,2025-03-01,gold_401,battlepass,晋级征途,2264,139,2,2,1,,,,,
"2024-07-31",2024-07-31,2024-07-01,gold_371,月次祭礼包,月次祭礼包1,2487,161,35,127,23,,,,,
"2024-08-10",2024-08-10,2024-08-01,gold_215,幸运屋,S18山中鹿介SSR+,2564,170,2,2,1,,,,,
"2024-08-10",2024-08-10,2024-08-01,gold_227,幸运屋,新年SSR+鹤姬,2564,170,2,3,1,,,,,
"2025-01-22",2025-01-22,2025-01-01,gold_2,金币,"9.99-600金币",2337,128,1,1,1,,,,,
"2024-10-13",2024-10-13,2024-10-01,gold_60007,倍率转盘,倍率转盘-游戏币礼包2,2478,154,3,15,0,,,,,
"2024-12-30",2024-12-30,2024-12-01,gold_40004,每日一键,一键购买,2365,136,21,21,17,,,,,
"2024-07-31",2024-07-31,2024-07-01,gold_373,月次祭礼包,月次祭礼包3,2487,161,10,20,6,,,,,
"2025-01-22",2025-01-22,2025-01-01,gold_5,金币,"99.99-6600金币@JPY",2337,128,1,1,0,,,,,
"2024-08-10",2024-08-10,2024-08-01,gold_204,幸运屋,S9池坊专好SSR+,2564,170,1,1,1,,,,,
"2024-12-15",2024-12-15,2024-12-01,gold_10,月卡,"19.99-尊贵月卡",2386,128,10,10,5,,,,,
"2024-08-10",2024-08-10,2024-08-01,gold_170,幸运屋,新-阿市SSR+(辅物),2564,170,1,1,0,,,,,
"2024-12-12",2024-12-12,2024-12-01,gold_7,金币,"4.99-300金币",2357,116,5,8,1,2357,116,18,58,8
"2024-12-12",2024-12-12,2024-12-01,gold_5,金币,"99.99-6600金币@JPY",2357,116,2,3,1,,,,,
"2024-12-12",2024-12-12,2024-12-01,gold_4,金币,"49.99-3200金币",2357,116,1,1,0,,,,,
"2024-12-12",2024-12-12,2024-12-01,gold_8,金币,"0.99-30金币",2357,116,13,43,5,,,,,
"2025-01-19",2025-01-19,2025-01-01,gold_402,battlepass-周年庆,四周年通行证,2370,136,17,17,13,2370,136,17,17,13
"2024-12-12",2024-12-12,2024-12-01,gold_2,金币,"9.99-600金币",2357,116,3,3,1,,,,,
"2024-09-13",2024-09-13,2024-09-01,gold_90001,月度周储钱罐,月度周储钱罐,2424,207,7,7,5,2424,207,7,7,5
"2024-07-23",2024-07-23,2024-07-01,gold_307,运营活动直购礼包,每日特惠活动档位3,2495,145,4,5,2,2495,145,11,26,3
"2025-02-07",2025-02-07,2025-02-01,gold_215,幸运屋,S18山中鹿介SSR+,2310,92,1,1,0,2310,92,12,14,8
"2025-02-07",2025-02-07,2025-02-01,gold_211,幸运屋,S14濑名姬SSR+,2310,92,1,1,1,,,,,
"2024-10-02",2024-10-02,2024-10-01,gold_50054,周期-周礼包,周礼包-30,2459,155,1,1,1,2459,155,12,17,6
"2024-11-12",2024-11-12,2024-11-01,gold_60006,倍率转盘,倍率转盘-游戏币礼包1,2397,125,18,73,10,2397,125,24,112,14
"2024-10-24",2024-10-24,2024-10-01,gold_319,"4周年庆典自选礼包","4周年庆典自选礼包2",2427,138,4,4,1,2427,138,22,25,11
"2024-11-12",2024-11-12,2024-11-01,gold_60008,倍率转盘,倍率转盘-游戏币礼包3,2397,125,8,12,3,,,,,
"2024-07-23",2024-07-23,2024-07-01,gold_306,运营活动直购礼包,每日特惠活动档位2,2495,145,7,10,1,,,,,
"2024-10-24",2024-10-24,2024-10-01,gold_9,月卡,"4.99-月卡",2427,138,11,11,8,2427,138,20,27,18
"2025-02-07",2025-02-07,2025-02-01,gold_209,幸运屋,S12本愿寺显如SSR+,2310,92,1,1,1,,,,,
"2024-10-24",2024-10-24,2024-10-01,gold_80002,月卡,资源月卡-9.99美元,2427,138,10,10,7,,,,,
"2025-02-07",2025-02-07,2025-02-01,gold_229,幸运屋,S31三之丸殿SSR+,2310,92,2,2,1,,,,,
"2024-10-02",2024-10-02,2024-10-01,gold_50047,周期-周礼包,周礼包-23,2459,155,5,7,2,,,,,
"2025-02-07",2025-02-07,2025-02-01,gold_180,幸运屋,新-出云阿国SSR+,2310,92,1,1,1,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_402,battlepass-周年庆,四周年通行证,2465,137,4,4,4,2465,137,4,4,4
"2024-10-02",2024-10-02,2024-10-01,gold_50046,周期-周礼包,周礼包-22,2459,155,2,2,0,,,,,
"2024-08-11",2024-08-11,2024-08-01,gold_48,成长计划,"9.99-成长计划",2517,169,1,1,1,2517,169,1,1,1
"2025-03-15",2025-03-15,2025-03-01,gold_412,赛季UR养成通行证,赛季UR养成战力battlepass49.99-3200金币,2323,110,1,1,1,2323,110,1,1,1
"2024-10-24",2024-10-24,2024-10-01,gold_10,月卡,"19.99-尊贵月卡",2427,138,6,6,3,,,,,
"2024-07-23",2024-07-23,2024-07-01,gold_305,运营活动直购礼包,每日特惠活动档位1,2495,145,7,11,0,,,,,
"2025-02-07",2025-02-07,2025-02-01,gold_130,幸运屋,出云阿国SSR+,2310,92,1,1,1,,,,,
"2025-02-07",2025-02-07,2025-02-01,gold_231,幸运屋,S33前田美津SSR+,2310,92,1,1,0,,,,,
"2024-10-24",2024-10-24,2024-10-01,gold_320,"4周年庆典自选礼包","4周年庆典自选礼包3",2427,138,6,6,2,,,,,
"2024-10-03",2024-10-03,2024-10-01,gold_306,运营活动直购礼包,每日特惠活动档位2,2502,154,1,1,0,2502,154,1,1,0
"2024-10-24",2024-10-24,2024-10-01,gold_318,"4周年庆典自选礼包","4周年庆典自选礼包1",2427,138,15,15,8,,,,,
"2025-02-07",2025-02-07,2025-02-01,gold_233,幸运屋,S35真田幸隆SSR+,2310,92,4,6,3,,,,,
"2024-11-12",2024-11-12,2024-11-01,gold_60007,倍率转盘,倍率转盘-游戏币礼包2,2397,125,9,27,1,,,,,
"2024-10-02",2024-10-02,2024-10-01,gold_50034,周期-周礼包,周礼包-10,2459,155,5,7,3,,,,,
"2024-12-12",2024-12-12,2024-12-01,gold_90001,月度周储钱罐,月度周储钱罐,2357,116,9,9,6,2357,116,9,9,6
"2024-08-03",2024-08-03,2024-08-01,gold_50034,周期-周礼包,周礼包-10,2582,146,1,1,0,2582,146,12,17,5
"2024-08-03",2024-08-03,2024-08-01,gold_50070,周期-周礼包,周礼包-40,2582,146,1,2,0,,,,,
"2024-08-03",2024-08-03,2024-08-01,gold_50046,周期-周礼包,周礼包-22,2582,146,3,4,1,,,,,
"2024-06-24",2024-06-24,2024-06-01,gold_372,月次祭礼包,月次祭礼包2,2534,188,7,23,0,2534,188,50,232,22
"2024-06-24",2024-06-24,2024-06-01,gold_373,月次祭礼包,月次祭礼包3,2534,188,18,47,5,,,,,
"2024-06-24",2024-06-24,2024-06-01,gold_371,月次祭礼包,月次祭礼包1,2534,188,39,162,17,,,,,
"2024-08-03",2024-08-03,2024-08-01,gold_50047,周期-周礼包,周礼包-23,2582,146,7,10,4,,,,,
"2024-12-27",2024-12-27,2024-12-01,gold_2,金币,"9.99-600金币",2307,128,2,2,2,2307,128,11,18,7
"2024-12-16",2024-12-16,2024-12-01,gold_167,幸运屋,新-上杉谦信SSR+（智）,2331,132,1,1,0,2331,132,18,31,7
"2025-01-11",2025-01-11,2025-01-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2417,162,2,2,2,2417,162,5,6,4
"2024-06-04",2024-06-04,2024-06-01,gold_50005,周期-日礼包,每日礼包-new-金币5,2590,187,4,4,0,2590,187,12,18,1
"2025-01-11",2025-01-11,2025-01-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2417,162,1,1,1,,,,,
"2024-06-04",2024-06-04,2024-06-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2590,187,8,8,1,,,,,
"2024-06-04",2024-06-04,2024-06-01,gold_50012,周期-日礼包,每日礼包-神器7,2590,187,1,1,0,,,,,
"2024-12-13",2024-12-13,2024-12-01,gold_90003,月度活动,月度活跃-battlepass高级,2338,126,4,4,0,2338,126,5,8,2
"2024-06-24",2024-06-24,2024-06-01,gold_200003,签到礼包,签到礼包3,2534,188,9,9,3,2534,188,37,48,23
"2024-10-17",2024-10-17,2024-10-01,gold_50047,周期-周礼包,周礼包-23,2465,137,1,3,0,2465,137,6,11,3
"2024-06-04",2024-06-04,2024-06-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2590,187,2,2,0,,,,,
"2024-12-16",2024-12-16,2024-12-01,gold_180,幸运屋,新-出云阿国SSR+,2331,132,1,1,1,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_70164,周期-周礼包,每周礼包,2465,137,1,1,1,,,,,
"2024-06-24",2024-06-24,2024-06-01,gold_200002,签到礼包,签到礼包2,2534,188,18,18,8,,,,,
"2024-06-04",2024-06-04,2024-06-01,gold_50004,周期-日礼包,每日礼包-new-金币4,2590,187,3,3,0,,,,,
"2024-12-27",2024-12-27,2024-12-01,gold_8,金币,"0.99-30金币",2307,128,4,6,1,,,,,
"2024-12-27",2024-12-27,2024-12-01,gold_7,金币,"4.99-300金币",2307,128,3,3,1,,,,,
"2024-12-27",2024-12-27,2024-12-01,gold_5,金币,"99.99-6600金币@JPY",2307,128,1,1,1,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_50046,周期-周礼包,周礼包-22,2465,137,2,2,1,,,,,
"2024-12-13",2024-12-13,2024-12-01,gold_90002,月度活动,月度活跃-battlepass中级,2338,126,4,4,2,,,,,
"2024-06-24",2024-06-24,2024-06-01,gold_200001,签到礼包,签到礼包1,2534,188,21,21,12,,,,,
"2025-01-11",2025-01-11,2025-01-01,gold_50005,周期-日礼包,每日礼包-new-金币5,2417,162,1,1,0,,,,,
"2025-04-04",2025-04-04,2025-04-01,gold_402,battlepass-周年庆,四周年通行证,2221,124,12,12,7,2221,124,12,12,7
"2025-01-11",2025-01-11,2025-01-01,gold_50009,周期-日礼包,每日礼包-神器4,2417,162,1,2,1,,,,,
"2024-10-17",2024-10-17,2024-10-01,gold_50034,周期-周礼包,周礼包-10,2465,137,2,5,1,,,,,
"2024-12-27",2024-12-27,2024-12-01,gold_4,金币,"49.99-3200金币",2307,128,4,4,2,,,,,
"2024-12-27",2024-12-27,2024-12-01,gold_3,金币,"19.99-1200金币",2307,128,2,2,0,,,,,
"2024-12-16",2024-12-16,2024-12-01,gold_232,幸运屋,S33前田美津SSR+,2331,132,16,29,6,,,,,
"2025-02-02",2025-02-02,2025-02-01,gold_40001,每日一键,一键购买日礼包-1,2383,174,5,5,5,2383,174,29,31,20
"2025-02-02",2025-02-02,2025-02-01,gold_40004,每日一键,一键购买,2383,174,21,21,13,,,,,
"2025-02-24",2025-02-24,2025-02-01,gold_80002,月卡,资源月卡-9.99美元,2305,92,2,2,1,2305,92,7,9,6
"2024-11-21",2024-11-21,2024-11-01,gold_50034,周期-周礼包,周礼包-10,2402,141,2,8,0,2402,141,5,12,0
"2024-11-21",2024-11-21,2024-11-01,gold_50046,周期-周礼包,周礼包-22,2402,141,3,4,0,,,,,
"2025-02-02",2025-02-02,2025-02-01,gold_40002,每日一键,一键购买日礼包-2,2383,174,5,5,2,,,,,
"2025-02-24",2025-02-24,2025-02-01,gold_9,月卡,"4.99-月卡",2305,92,5,5,4,,,,,
"2024-12-21",2024-12-21,2024-12-01,gold_180,幸运屋,新-出云阿国SSR+,2366,112,1,2,1,2366,112,4,5,4
"2025-03-17",2025-03-17,2025-03-01,gold_445,赛季征战活动,赛季整合礼包99.99-6600金币-1,2285,105,1,1,0,2285,105,1,1,0
"2024-12-21",2024-12-21,2024-12-01,gold_232,幸运屋,S33前田美津SSR+,2366,112,1,1,1,,,,,
"2024-12-21",2024-12-21,2024-12-01,gold_191,幸运屋,新-黑田官兵卫SSR+,2366,112,2,2,2,,,,,
"2025-02-24",2025-02-24,2025-02-01,gold_10,月卡,"19.99-尊贵月卡",2305,92,2,2,1,,,,,
"2025-01-31",2025-01-31,2025-01-01,gold_50001,周期-日礼包,每日礼包-new-金币1,2294,93,1,1,1,2294,93,4,7,1
"2024-11-08",2024-11-08,2024-11-01,gold_380,神魔之乱,神魔-绘马礼包5,2387,177,1,1,0,2387,177,29,126,14
"2025-01-31",2025-01-31,2025-01-01,gold_50003,周期-日礼包,每日礼包-new-金币3,2294,93,1,1,0,,,,,
"2025-01-31",2025-01-31,2025-01-01,gold_50005,周期-日礼包,每日礼包-new-金币5,2294,93,1,1,0,,,,,
"2024-11-08",2024-11-08,2024-11-01,gold_378,神魔之乱,神魔-绘马礼包3,2387,177,7,11,3,,,,,
"2024-11-08",2024-11-08,2024-11-01,gold_376,神魔之乱,神魔-绘马礼包1,2387,177,23,91,10,,,,,
"2024-11-08",2024-11-08,2024-11-01,gold_377,神魔之乱,神魔-绘马礼包2,2387,177,7,23,1,,,,,
"2024-09-11",2024-09-11,2024-09-01,gold_401,battlepass,晋级征途,2412,140,5,5,3,2412,140,8,9,4
"2024-06-10",2024-06-10,2024-06-01,gold_490,荣耀特典,荣耀特典49.99赤玉,2574,165,1,1,1,2574,165,1,1,1
"2024-09-11",2024-09-11,2024-09-01,gold_80001,battlepass,段位battlepass,2412,140,4,4,1,,,,,
"2025-01-31",2025-01-31,2025-01-01,gold_50009,周期-日礼包,每日礼包-神器4,2294,93,1,2,0,,,,,
"2025-01-31",2025-01-31,2025-01-01,gold_50012,周期-日礼包,每日礼包-神器7,2294,93,1,2,0,,,,,
"2024-12-08",2024-12-08,2024-12-01,gold_50047,周期-周礼包,周礼包-23,2400,152,3,3,1,2400,152,5,5,3
"2024-09-24",2024-09-24,2024-09-01,gold_50058,周期-周礼包,周礼包-34,2435,104,1,1,0,2435,104,7,12,3
"2025-04-25",2025-04-25,2025-04-01,gold_351,超级转盘,赛季UR转盘礼包2,2169,224,11,44,0,2169,224,24,168,10
"2024-09-24",2024-09-24,2024-09-01,gold_50046,周期-周礼包,周礼包-22,2435,104,2,2,1,,,,,
"2024-08-25",2024-08-25,2024-08-01,gold_306,运营活动直购礼包,每日特惠活动档位2,2477,167,2,2,1,2477,167,3,4,1
"2025-04-25",2025-04-25,2025-04-01,gold_353,超级转盘,赛季UR转盘礼包4,2169,224,1,2,0,,,,,
"2024-09-24",2024-09-24,2024-09-01,gold_50047,周期-周礼包,周礼包-23,2435,104,3,3,2,,,,,
"2025-04-25",2025-04-25,2025-04-01,gold_352,超级转盘,赛季UR转盘礼包3,2169,224,9,29,3,,,,,
"2024-08-25",2024-08-25,2024-08-01,gold_305,运营活动直购礼包,每日特惠活动档位1,2477,167,1,2,0,,,,,
"2025-04-08",2025-04-08,2025-04-01,gold_402,battlepass-周年庆,四周年通行证,2220,85,22,22,22,2220,85,22,22,22
"2025-04-25",2025-04-25,2025-04-01,gold_350,超级转盘,赛季UR转盘礼包1,2169,224,20,93,7,,,,,
"2024-09-24",2024-09-24,2024-09-01,gold_50034,周期-周礼包,周礼包-10,2435,104,2,6,0,,,,,
"2024-12-08",2024-12-08,2024-12-01,gold_50046,周期-周礼包,周礼包-22,2400,152,2,2,2,,,,,
"2025-04-08",2025-04-08,2025-04-01,gold_373,月次祭礼包,月次祭礼包3,2220,85,6,13,3,2220,85,23,125,16
"2024-11-21",2024-11-21,2024-11-01,gold_80001,battlepass,段位battlepass,2402,141,4,4,4,2402,141,4,4,4
"2025-04-08",2025-04-08,2025-04-01,gold_375,月次祭礼包,月次祭礼包5,2220,85,1,30,0,,,,,
"2025-04-08",2025-04-08,2025-04-01,gold_371,月次祭礼包,月次祭礼包1,2220,85,20,56,12,,,,,
"2025-02-24",2025-02-24,2025-02-01,gold_8,金币,"0.99-30金币",2305,92,3,3,1,2305,92,3,3,1
"2025-01-01",2025-01-01,2025-01-01,gold_70261,限购礼包,"6000日元限时礼包=+金色装备8选1+铁锭（装备饰品和改造道具）+玉钢",2390,219,2,3,0,2390,219,9,20,3
"2025-01-01",2025-01-01,2025-01-01,gold_70258,限购礼包,"320日元限时礼包=+研习橙色道具+研习金色道具+银币",2390,219,2,5,1,,,,,
"2025-01-01",2025-01-01,2025-01-01,gold_70259,限购礼包,"650日元限时礼包=+非赛非化境SSR+武将碎片自选+武将经验 +20000+家宝箱子道具自选包",2390,219,1,1,0,,,,,
"2024-09-15",2024-09-15,2024-09-01,gold_80001,battlepass,段位battlepass,2434,162,4,4,1,2434,162,31,33,23
"2025-04-08",2025-04-08,2025-04-01,gold_374,月次祭礼包,月次祭礼包4,2220,85,1,4,0,,,,,
"2025-04-08",2025-04-08,2025-04-01,gold_372,月次祭礼包,月次祭礼包2,2220,85,6,22,1,,,,,
"2024-09-15",2024-09-15,2024-09-01,gold_401,battlepass,晋级征途,2434,162,29,29,22,,,,,
"2025-01-01",2025-01-01,2025-01-01,gold_70260,限购礼包,"2400日元限时礼包=+6周年金色国宝自选包（全）+国宝升星道具+紫经验国宝",2390,219,7,11,2,,,,,
"2024-11-23",2024-11-23,2024-11-01,gold_350,超级转盘,赛季UR转盘礼包1,2447,118,37,136,19,2447,118,50,219,30
"2024-11-23",2024-11-23,2024-11-01,gold_353,超级转盘,赛季UR转盘礼包4,2447,118,1,1,0,,,,,
"2024-06-08",2024-06-08,2024-06-01,gold_227,幸运屋,新年SSR+鹤姬,2639,174,3,3,2,2639,174,8,8,7
