act_tag,pay_tag,type,dis_type,users,target_sum,target_count
20250303-20250306-4,大R,1_转盘心愿,S30明智光秀UR,11,207.0,207
20250125-20250128-4,微R,3_转盘心愿,武将经验 +100000,75,4830.0,966
20250522-20250525-4,中R,2_转盘心愿,SSR+鬼虎之枪,146,2952.0,2952
20250506-20250509-4,小R,1_转盘心愿,S36SSR+-诸角虎定,67,158.0,158
20250321-20250324-4,大R,1_转盘心愿,UR神武武器-国光,33,282.0,282
20250321-20250324-4,大R,1_转盘心愿,S33前田庆次UR,25,550.0,550
20250321-20250324-4,超R,1_转盘心愿,S28柿崎景家UR,11,131.0,131
20250219-20250222-4,非R,2_转盘心愿,神武武器-武士刀,1407,13196.0,13196
20250219-20250222-4,非R,2_转盘心愿,援·丰臣秀吉SSR+,286,2104.0,2104
20250321-20250324-4,中R,2_转盘心愿,神武武器-雍刀,141,1110.0,1110
20250125-20250128-4,未活跃,4_转盘心愿,铭刻道具自选包,85,813.0,813
20250303-20250306-4,中R,2_转盘心愿,援·阿国SSR+,29,435.0,435
20250424-20250427-4,小R,1_转盘心愿,S32酒井忠次UR,30,147.0,147
20250401-20250404-4,超R,4_转盘心愿,玉钢,16,5004000.0,834
20250401-20250404-4,超R,4_转盘心愿,银币,16,83400000.0,834
20250506-20250509-4,超R,1_转盘心愿,S36SSR+-诸角虎定,10,29.0,29
20250506-20250509-4,未活跃,4_转盘心愿,火石（神武升星道具）,23,1004.0,251
20250108-20250111-4,超R,4_转盘心愿,武将经验 +20000,15,5528.0,691
20250125-20250128-4,大R,4_转盘心愿,铭刻道具自选包,34,1483.0,1483
20250207-20250210-4,大R,2_转盘心愿,援·丰臣秀吉SSR+,6,312.0,312
20241215-20241218-4,非R,1_转盘心愿,S33前田庆次UR,842,5792.0,5792
20241215-20241218-4,中R,1_转盘心愿,S33前田庆次UR,135,2464.0,2464
20250219-20250222-4,大R,2_转盘心愿,S31京极龙子UR（碎片）,15,1255.0,251
20250125-20250128-4,非R,1_转盘心愿,UR采配,1444,16553.0,16553
20250506-20250509-4,未活跃,1_转盘心愿,S34织田冬姬SSR+,6,40.0,40
20250321-20250324-4,超R,3_转盘心愿,研习橙色道具,15,7040.0,352
20250321-20250324-4,大R,3_转盘心愿,阵石招募令,17,1407.0,469
20250321-20250324-4,超R,直购礼包,赛季UR转盘礼包1,6,2021.5989,63
20241207-20241210-4,大R,直购礼包,赛季UR转盘礼包1,11,3607.4432000000033,109
20241207-20241210-4,小R,直购礼包,赛季UR转盘礼包2,9,2575.4927999999995,21
20250117-20250120-4,超R,直购礼包,赛季UR转盘礼包3,6,27494.018,42
20250401-20250404-4,超R,直购礼包,赛季UR转盘礼包1,6,1699.7325999999998,53
20250424-20250427-4,大R,直购礼包,赛季UR转盘礼包1,12,4517.326000000001,140
20241207-20241210-4,非R,4_转盘心愿,银币,882,143900000.0,1439
20250207-20250210-4,超R,1_转盘心愿,S14濑名姬SSR+,1,34.0,34
20241207-20241210-4,超R,道具获得,1,9,6106.0,233
20250125-20250128-4,超R,道具获得,4,17,875.0,247
20250424-20250427-4,超R,道具获得,1,9,9186.0,271
20250117-20250120-4,中R,道具获得,4,129,4226.0,1726
20250117-20250120-4,未活跃,道具获得,4,48,473.0,285
20250117-20250120-4,中R,道具获得,1,22,3904.0,208
20250207-20250210-4,非R,道具获得,3,399,29130.0,3576
20241227-20241230-4,大R,道具获得,3,23,1685.0,243
20241227-20241230-4,未活跃,道具获得,3,25,910.0,113
20250303-20250306-4,未活跃,3_转盘心愿,橙经验国宝,1,5.0,1
20250303-20250306-4,中R,3_转盘心愿,火砂（神武升级道具）,145,1607000.0,3214
20250303-20250306-4,中R,3_转盘心愿,UR招募令,51,2517.0,839
20250303-20250306-4,未活跃,4_转盘心愿,火砂（神武升级道具）,33,39000.0,195
20250303-20250306-4,中R,4_转盘心愿,铭刻道具自选包,145,3214.0,3214
20241215-20241218-4,小R,3_转盘心愿,家宝箱子道具自选包,29,321.0,321
20250219-20250222-4,大R,3_转盘心愿,阵石招募令,20,2055.0,685
20250219-20250222-4,小R,3_转盘心愿,S30冠军鸡,126,5481.0,1827
20250522-20250525-4,小R,3_转盘心愿,高级招募令,11,96.0,32
20250522-20250525-4,中R,3_转盘心愿,家宝箱子道具自选包,17,219.0,219
20250303-20250306-4,未活跃,3_转盘心愿,铁锭（装备饰品和改造道具）,33,97500.0,195
20250125-20250128-4,小R,2_转盘心愿,神武武器-武士刀,156,3726.0,3726
20250401-20250404-4,非R,2_转盘心愿,援·丰臣秀吉SSR+,223,1444.0,1444
20250401-20250404-4,小R,2_转盘心愿,S33前田庆次UR（碎片）,83,2040.0,408
20250108-20250111-4,非R,3_转盘心愿,研习橙色道具,717,119760.0,5988
20250108-20250111-4,非R,3_转盘心愿,橙经验国宝,131,4265.0,853
20250108-20250111-4,小R,3_转盘心愿,UR招募令,68,3555.0,1185
20250506-20250509-4,大R,2_转盘心愿,SSR+折扇,34,963.0,963
20250506-20250509-4,中R,2_转盘心愿,S32金森长近SSR+（碎片）,59,3605.0,721
20250117-20250120-4,微R,2_转盘心愿,勇·前田利家SSR+,45,506.0,506
20250506-20250509-4,微R,3_转盘心愿,UR招募令,101,3540.0,1180
20250506-20250509-4,大R,3_转盘心愿,火石（神武升星道具）,34,9630.0,963
20250207-20250210-4,微R,2_转盘心愿,S33前田美津SSR+（碎片）,94,5570.0,1114
20250303-20250306-4,大R,3_转盘心愿,家宝箱子道具自选包,6,185.0,185
20250207-20250210-4,中R,1_转盘心愿,S33前田美津SSR+,83,964.0,964
20241227-20241230-4,微R,4_转盘心愿,玉钢,213,24744000.0,4124
20250108-20250111-4,微R,2_转盘心愿,勇·前田利家SSR+,46,515.0,515
20250108-20250111-4,微R,2_转盘心愿,援·阿国SSR+,55,682.0,682
20250108-20250111-4,微R,2_转盘心愿,S25北畠具教UR(碎片),19,560.0,112
20250412-20250415-4,大R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,34,1125.0,1125
20250424-20250427-4,小R,1_转盘心愿,UR神武武器-国光,154,2396.0,2396
20250412-20250415-4,非R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,587,11868.0,5934
20250424-20250427-4,小R,2_转盘心愿,神武武器-雍刀,154,2396.0,2396
20250424-20250427-4,微R,2_转盘心愿,神武武器-雍刀,273,3684.0,3684
20250522-20250525-4,未活跃,2_转盘心愿,神武武器-雍刀,29,270.0,270
20250506-20250509-4,非R,1_转盘心愿,S32金森长近SSR+,180,775.0,775
20250321-20250324-4,小R,4_转盘心愿,橙经验国宝,151,160.0,160
20250321-20250324-4,小R,4_转盘心愿,神砂,152,277000.0,1505
20250424-20250427-4,非R,4_转盘心愿,火石（神武升星道具）,1353,42732.0,10683
20250303-20250306-4,大R,1_转盘心愿,S35真田幸隆SSR+,22,128.0,128
20250125-20250128-4,未活跃,3_转盘心愿,家宝箱子道具自选包,16,170.0,170
20250506-20250509-4,非R,4_转盘心愿,火石（神武升星道具）,1330,47084.0,11771
20250506-20250509-4,超R,3_转盘心愿,研习紫色道具,2,200.0,2
20250412-20250415-4,微R,2_转盘心愿,援·阿国SSR+,71,941.0,941
20250522-20250525-4,非R,1_转盘心愿,UR神武武器-国光,1343,10734.0,10734
20250522-20250525-4,非R,1_转盘心愿,神武武器-6周年庆,1343,10734.0,10734
20241215-20241218-4,超R,2_转盘心愿,勇·前田利家SSR+,5,382.0,382
20250321-20250324-4,中R,2_转盘心愿,金色阵石,36,41.0,41
20250219-20250222-4,未活跃,4_转盘心愿,铁锭（装备饰品和改造道具）,51,70000.0,350
20250219-20250222-4,未活跃,4_转盘心愿,玉钢,59,3486000.0,581
20250522-20250525-4,未活跃,1_转盘心愿,S36UR-武田信繁,16,111.0,111
20250401-20250404-4,小R,4_转盘心愿,武将经验 +20000,91,7712.0,964
20250424-20250427-4,大R,1_转盘心愿,S29佐久间盛政UR,3,33.0,33
20241215-20241218-4,小R,4_转盘心愿,武将经验 +20000,132,20008.0,2501
20241215-20241218-4,大R,4_转盘心愿,银币,34,252900000.0,2529
20241215-20241218-4,未活跃,4_转盘心愿,银币,78,84400000.0,844
20250321-20250324-4,未活跃,4_转盘心愿,觉醒道具紫,16,16.0,16
20250117-20250120-4,微R,1_转盘心愿,S12本愿寺显如SSR+,99,695.0,695
20250125-20250128-4,未活跃,4_转盘心愿,计策锦囊(被gameconstantset引用),52,9860.0,493
20250125-20250128-4,未活跃,4_转盘心愿,武将经验 +20000,52,3944.0,493
20250219-20250222-4,中R,2_转盘心愿,S32酒井忠次UR（碎片）,45,1865.0,373
20250117-20250120-4,微R,3_转盘心愿,研习橙色道具,193,49500.0,2475
20250117-20250120-4,非R,3_转盘心愿,橙经验国宝,140,4480.0,896
20250401-20250404-4,中R,1_转盘心愿,S32酒井忠次UR,36,275.0,275
20250506-20250509-4,未活跃,3_转盘心愿,研习金色道具,3,15.0,3
20250207-20250210-4,超R,4_转盘心愿,玉钢,16,5808000.0,968
20250108-20250111-4,微R,1_转盘心愿,S32酒井忠次UR,50,205.0,205
20250424-20250427-4,小R,2_转盘心愿,S32酒井忠次UR（碎片）,29,700.0,140
20250424-20250427-4,超R,2_转盘心愿,S32酒井忠次UR（碎片）,5,415.0,83
20250321-20250324-4,中R,1_转盘心愿,S14三条之方UR,5,5.0,5
20241227-20241230-4,小R,2_转盘心愿,织田信长SSR+,50,740.0,740
20250321-20250324-4,大R,2_转盘心愿,神武武器-雍刀,33,282.0,282
20241227-20241230-4,大R,2_转盘心愿,援·丰臣秀吉SSR+,7,189.0,189
20241215-20241218-4,小R,直购礼包上月标签,小R,15,13369.869299999988,129
20250207-20250210-4,微R,直购礼包上月标签,微R,4,3115.6996000000017,18
20241207-20241210-4,非R,直购礼包上月标签,非R,7,9308.780299999999,65
20250506-20250509-4,小R,直购礼包上月标签,小R,9,1177.5052,24
20250321-20250324-4,大R,1_转盘心愿,光·井伊直虎UR,8,8.0,8
20241215-20241218-4,超R,2_转盘心愿,S34织田冬姬SSR+（碎片）,14,1554.0,777
20250125-20250128-4,小R,3_转盘心愿,高级招募令,17,204.0,68
20250321-20250324-4,中R,直购礼包,赛季UR转盘礼包2,8,2770.0896000000002,23
20250522-20250525-4,中R,直购礼包,赛季UR转盘礼包3,5,9448.035999999998,15
20250125-20250128-4,微R,直购礼包,赛季UR转盘礼包2,1,120.0,1
20250522-20250525-4,大R,2_转盘心愿,S9池坊专好SSR+,1,8.0,8
20250506-20250509-4,未活跃,2_转盘心愿,援·阿国SSR+,1,1.0,1
20250321-20250324-4,超R,3_转盘心愿,火石（神武升星道具）,17,990.0,99
20241207-20241210-4,超R,2_转盘心愿,援·丰臣秀吉SSR+,4,4.0,4
20250522-20250525-4,小R,道具获得,4,143,2969.0,1553
20250207-20250210-4,超R,道具获得,4,17,1558.0,442
20250219-20250222-4,非R,道具获得,1,1,240.0,3
20250125-20250128-4,微R,道具获得,1,1,126.0,7
20250219-20250222-4,大R,3_转盘心愿,高级招募令,1,15.0,5
20250303-20250306-4,微R,4_转盘心愿,铁锭（装备饰品和改造道具）,263,761800.0,3809
20241215-20241218-4,非R,3_转盘心愿,阵石招募令,433,13050.0,4350
20250219-20250222-4,大R,3_转盘心愿,橙经验国宝,7,1235.0,247
20250219-20250222-4,非R,3_转盘心愿,高级招募令,141,1068.0,356
20250522-20250525-4,中R,4_转盘心愿,神砂,84,316000.0,1580
20250506-20250509-4,超R,2_转盘心愿,SSR+鬼虎之枪,17,345.0,345
20250506-20250509-4,小R,2_转盘心愿,勇·前田利家SSR+,25,184.0,184
20250219-20250222-4,微R,1_转盘心愿,神武武器-瓮通枪,272,4427.0,4427
20250219-20250222-4,中R,1_转盘心愿,S35真田幸隆SSR+,82,463.0,463
20250506-20250509-4,小R,3_转盘心愿,家宝箱子道具自选包,25,320.0,320
20250219-20250222-4,小R,3_转盘心愿,试金石,156,28690.0,2869
20250207-20250210-4,小R,1_转盘心愿,S18山中幸盛SSR+,63,988.0,988
20250303-20250306-4,中R,1_转盘心愿,S28柿崎景家UR,84,574.0,574
20241227-20241230-4,小R,4_转盘心愿,银币,144,312500000.0,3125
20250219-20250222-4,微R,4_转盘心愿,计策锦囊(被gameconstantset引用),236,67200.0,3360
20250412-20250415-4,超R,4_转盘心愿,银币,17,164400000.0,1644
20250412-20250415-4,小R,1_转盘心愿,神武武器-瓮通枪,157,2774.0,2774
20250424-20250427-4,微R,3_转盘心愿,阵石招募令,101,3861.0,1287
20250424-20250427-4,小R,1_转盘心愿,神武武器-朱枪,154,2396.0,2396
20250412-20250415-4,非R,2_转盘心愿,援·丰臣秀吉SSR+,298,2618.0,2618
20250412-20250415-4,微R,2_转盘心愿,SSR+折扇,274,4174.0,4174
20250522-20250525-4,微R,2_转盘心愿,SSR+折扇,267,3473.0,3473
20250424-20250427-4,微R,4_转盘心愿,铁锭（装备饰品和改造道具）,273,736800.0,3684
20250424-20250427-4,大R,4_转盘心愿,铭刻道具自选包,34,1019.0,1019
20250125-20250128-4,大R,3_转盘心愿,研习橙色道具,9,4560.0,228
20250506-20250509-4,微R,4_转盘心愿,铭刻道具自选包,271,4103.0,4103
20250506-20250509-4,微R,4_转盘心愿,火砂（神武升级道具）,271,820600.0,4103
20250108-20250111-4,未活跃,3_转盘心愿,战旗觉醒道具自选包,9,198.0,66
20250522-20250525-4,小R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,157,2484.0,2484
20250522-20250525-4,小R,1_转盘心愿,S34蒲生氏乡UR,103,566.0,566
20250522-20250525-4,大R,1_转盘心愿,S32酒井忠次UR,15,183.0,183
20250522-20250525-4,微R,1_转盘心愿,UR赤備えの太刀,267,3473.0,3473
20250321-20250324-4,非R,1_转盘心愿,光·井伊直虎UR,822,841.0,841
20250321-20250324-4,非R,1_转盘心愿,S31京极龙子UR,377,1261.0,1261
20250321-20250324-4,未活跃,1_转盘心愿,S20生驹吉乃UR,3,3.0,3
20250219-20250222-4,微R,2_转盘心愿,谋·竹中半兵卫SSR+,89,1238.0,1238
20250219-20250222-4,超R,2_转盘心愿,SSR+神武武器-禅杖,17,458.0,458
20250219-20250222-4,微R,2_转盘心愿,S30明智光秀UR（碎片）,73,2135.0,427
20241215-20241218-4,小R,2_转盘心愿,谋·竹中半兵卫SSR+,57,548.0,548
20250522-20250525-4,未活跃,3_转盘心愿,铁锭（装备饰品和改造道具）,29,135000.0,270
20250108-20250111-4,大R,3_转盘心愿,高级招募令,3,105.0,35
20250321-20250324-4,中R,2_转盘心愿,S30明智光秀UR（碎片）,44,1230.0,246
20250108-20250111-4,小R,3_转盘心愿,研习紫色道具,20,8200.0,82
20250321-20250324-4,大R,2_转盘心愿,织田信长SSR+,14,467.0,467
20250424-20250427-4,非R,1_转盘心愿,S34蒲生氏乡UR,373,1139.0,1139
20250424-20250427-4,超R,2_转盘心愿,火精（神武升星突破道具）,17,3680.0,368
20241215-20241218-4,大R,4_转盘心愿,玉钢,34,15174000.0,2529
20241215-20241218-4,未活跃,4_转盘心愿,玉钢,78,5064000.0,844
20250522-20250525-4,小R,2_转盘心愿,织田信长SSR+,21,204.0,204
20250522-20250525-4,中R,2_转盘心愿,谋·竹中半兵卫SSR+,14,156.0,156
20250522-20250525-4,超R,2_转盘心愿,S34蒲生氏乡UR（碎片）,14,545.0,109
20250108-20250111-4,中R,4_转盘心愿,玉钢,132,23436000.0,3906
20250303-20250306-4,大R,2_转盘心愿,S32酒井忠次UR（碎片）,12,1170.0,234
20250424-20250427-4,微R,1_转盘心愿,S32酒井忠次UR,34,148.0,148
20250207-20250210-4,大R,3_转盘心愿,UR招募令,10,1428.0,476
20250207-20250210-4,小R,2_转盘心愿,织田信长SSR+,56,1756.0,1756
20241215-20241218-4,小R,1_转盘心愿,S31京极龙子UR,142,1801.0,1801
20250108-20250111-4,微R,2_转盘心愿,S23岛津家久UR(碎片),19,345.0,69
20241227-20241230-4,小R,1_转盘心愿,S34蒲生氏乡UR,105,1421.0,1421
20250303-20250306-4,大R,直购礼包上月标签,大R,12,19840.8824,158
20250108-20250111-4,未活跃,直购礼包上月标签,未活跃,3,515.9752000000001,10
20250321-20250324-4,大R,3_转盘心愿,橙经验国宝,7,1345.0,269
20241207-20241210-4,非R,2_转盘心愿,S34织田冬姬SSR+（碎片）,659,3990.0,1995
20250117-20250120-4,超R,2_转盘心愿,S31三之丸殿SSR+（碎片）,11,335.0,67
20250117-20250120-4,小R,3_转盘心愿,家宝箱子道具自选包,22,221.0,221
20250125-20250128-4,大R,直购礼包,赛季UR转盘礼包3,2,4303.6252,7
20241207-20241210-4,非R,4_转盘心愿,武将经验 +20000,882,11512.0,1439
20241207-20241210-4,中R,4_转盘心愿,银币,136,24600000.0,246
20250506-20250509-4,小R,3_转盘心愿,研习紫色道具,11,2200.0,22
20250321-20250324-4,中R,3_转盘心愿,研习紫色道具,11,2700.0,27
20250321-20250324-4,小R,3_转盘心愿,高级招募令,14,78.0,26
20241227-20241230-4,未活跃,3_转盘心愿,阵石招募令,25,774.0,258
20241227-20241230-4,小R,3_转盘心愿,橙经验国宝,28,2175.0,435
20241227-20241230-4,中R,3_转盘心愿,战旗觉醒道具自选包,61,4197.0,1399
20250522-20250525-4,未活跃,2_转盘心愿,S9池坊专好SSR+,1,5.0,5
20250321-20250324-4,大R,3_转盘心愿,鉴宝令,9,27.0,9
20250412-20250415-4,大R,3_转盘心愿,高级招募令,1,3.0,1
20250303-20250306-4,中R,3_转盘心愿,战旗觉醒道具自选包,50,2493.0,831
20241215-20241218-4,小R,3_转盘心愿,UR招募令,73,3096.0,1032
20250219-20250222-4,微R,3_转盘心愿,研习橙色道具,216,44440.0,2222
20250219-20250222-4,微R,3_转盘心愿,S30冠军鸡,211,6897.0,2299
20250522-20250525-4,中R,3_转盘心愿,试金石,146,29520.0,2952
20250522-20250525-4,非R,3_转盘心愿,火砂（神武升级道具）,1343,5367000.0,10734
20250303-20250306-4,超R,3_转盘心愿,火石（神武升星道具）,16,4060.0,406
20250522-20250525-4,小R,4_转盘心愿,银币,157,409600000.0,4096
20250125-20250128-4,中R,2_转盘心愿,SSR+折扇,144,4253.0,4253
20250522-20250525-4,超R,3_转盘心愿,火石（神武升星道具）,17,3880.0,388
20250506-20250509-4,微R,2_转盘心愿,火精（神武升星突破道具）,271,41030.0,4103
20250506-20250509-4,微R,2_转盘心愿,S20朝日姬SSR+(碎片),105,3735.0,747
20250506-20250509-4,小R,2_转盘心愿,S34织田冬姬SSR+（碎片）,97,4360.0,872
20250506-20250509-4,未活跃,2_转盘心愿,SSR+折扇,23,251.0,251
20250207-20250210-4,非R,2_转盘心愿,援·丰臣秀吉SSR+,255,4138.0,4138
20250207-20250210-4,非R,2_转盘心愿,S20朝日姬SSR+(碎片),293,15420.0,3084
20250506-20250509-4,超R,1_转盘心愿,神武武器-朱枪,17,345.0,345
20250207-20250210-4,非R,1_转盘心愿,S35真田幸隆SSR+,516,2536.0,2536
20250303-20250306-4,超R,1_转盘心愿,S33前田庆次UR,12,269.0,269
20241227-20241230-4,中R,4_转盘心愿,神砂,119,597800.0,2989
20250401-20250404-4,大R,3_转盘心愿,武将经验 +100000,30,3265.0,653
20250108-20250111-4,小R,2_转盘心愿,谋·竹中半兵卫SSR+,54,987.0,987
20250412-20250415-4,大R,1_转盘心愿,S36UR-武田信繁,32,1448.0,1448
20250424-20250427-4,非R,3_转盘心愿,研习金色道具,335,12295.0,2459
20250424-20250427-4,中R,3_转盘心愿,研习金色道具,37,3660.0,732
20250412-20250415-4,中R,2_转盘心愿,援·阿国SSR+,30,506.0,506
20250424-20250427-4,中R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,67,1728.0,864
20250506-20250509-4,非R,4_转盘心愿,银币,1363,2039400000.0,20394
20250506-20250509-4,中R,3_转盘心愿,橙经验国宝,18,1205.0,241
20250219-20250222-4,中R,2_转盘心愿,神武武器-雍刀,144,3464.0,3464
20241215-20241218-4,非R,2_转盘心愿,织田信长SSR+,252,1945.0,1945
20241215-20241218-4,大R,2_转盘心愿,S33前田庆次UR（碎片）,34,5010.0,1002
20250207-20250210-4,微R,4_转盘心愿,银币,224,846000000.0,8460
20250108-20250111-4,微R,4_转盘心愿,武将经验 +20000,191,24784.0,3098
20250321-20250324-4,未活跃,4_转盘心愿,橙经验国宝,16,16.0,16
20250117-20250120-4,未活跃,1_转盘心愿,S30丹羽长秀SSR+,19,90.0,90
20250207-20250210-4,非R,3_转盘心愿,家宝箱子道具自选包,213,3148.0,3148
20250401-20250404-4,非R,1_转盘心愿,S30明智光秀UR,316,916.0,916
20250108-20250111-4,微R,2_转盘心愿,S32酒井忠次UR（碎片）,49,1080.0,216
20241215-20241218-4,大R,1_转盘心愿,S34蒲生氏乡UR,26,878.0,878
20250303-20250306-4,未活跃,1_转盘心愿,S30明智光秀UR,8,26.0,26
20241215-20241218-4,超R,2_转盘心愿,谋·竹中半兵卫SSR+,6,216.0,216
20250219-20250222-4,小R,2_转盘心愿,S35真田幸隆SSR+（碎片）,89,2544.0,1272
20250108-20250111-4,小R,1_转盘心愿,S23岛津义弘UR,66,504.0,504
20250424-20250427-4,超R,2_转盘心愿,S28柿崎景家UR（碎片）,10,675.0,135
20250424-20250427-4,微R,2_转盘心愿,S32酒井忠次UR（碎片）,36,745.0,149
20250125-20250128-4,未活跃,1_转盘心愿,UR神武武器-国光,85,813.0,813
20250522-20250525-4,中R,1_转盘心愿,S36SSR+-诸角虎定,64,262.0,262
20241227-20241230-4,非R,2_转盘心愿,S18山中幸盛SSR+(碎片),445,12990.0,2598
20241227-20241230-4,未活跃,2_转盘心愿,S18山中幸盛SSR+(碎片),28,630.0,126
20250321-20250324-4,小R,直购礼包上月标签,小R,3,1049.5548,13
20250522-20250525-4,大R,2_转盘心愿,S5佐竹义重SSR+,6,141.0,141
20250117-20250120-4,大R,3_转盘心愿,高级招募令,2,291.0,97
20250321-20250324-4,中R,3_转盘心愿,UR招募令,121,4380.0,1460
20250321-20250324-4,微R,3_转盘心愿,研习橙色道具,254,44680.0,2234
20250207-20250210-4,未活跃,3_转盘心愿,家宝箱子道具自选包,11,140.0,140
20250117-20250120-4,中R,直购礼包,赛季UR转盘礼包2,9,5505.9407999999985,45
20250117-20250120-4,大R,2_转盘心愿,S12本愿寺显如SSR+(碎片),2,30.0,6
20241207-20241210-4,中R,3_转盘心愿,研习金色道具,58,310.0,62
20241207-20241210-4,超R,3_转盘心愿,橙经验国宝,4,40.0,8
20250506-20250509-4,未活跃,2_转盘心愿,S33前田美津SSR+（碎片）,2,110.0,22
20250321-20250324-4,未活跃,3_转盘心愿,阵石招募令,4,66.0,22
20241227-20241230-4,超R,3_转盘心愿,研习金色道具,10,1315.0,263
20241207-20241210-4,大R,4_转盘心愿,武将经验 +20000,32,512.0,64
20250321-20250324-4,未活跃,3_转盘心愿,火石（神武升星道具）,9,260.0,26
20250321-20250324-4,超R,3_转盘心愿,初级升阶道具,15,160.0,16
20250321-20250324-4,大R,道具获得,1,15,4446.0,177
20250303-20250306-4,大R,3_转盘心愿,铁锭（装备饰品和改造道具）,34,566000.0,1132
20241215-20241218-4,微R,3_转盘心愿,S34招募令,232,12384.0,4128
20250522-20250525-4,微R,3_转盘心愿,研习金色道具,78,3865.0,773
20250522-20250525-4,中R,3_转盘心愿,战旗觉醒道具自选包,46,2559.0,853
20250522-20250525-4,大R,3_转盘心愿,UR招募令,11,1128.0,376
20250303-20250306-4,超R,3_转盘心愿,研习金色道具,5,675.0,135
20250522-20250525-4,微R,4_转盘心愿,银币,271,630100000.0,6301
20250125-20250128-4,非R,2_转盘心愿,勇·前田利家SSR+,313,2698.0,2698
20250108-20250111-4,非R,3_转盘心愿,武将经验 +100000,671,22200.0,4440
20250108-20250111-4,小R,3_转盘心愿,S34招募令,126,7365.0,2455
20250506-20250509-4,中R,2_转盘心愿,织田信长SSR+,56,1118.0,1118
20250506-20250509-4,超R,2_转盘心愿,S31三之丸殿SSR+（碎片）,10,555.0,111
20250117-20250120-4,小R,2_转盘心愿,援·阿国SSR+,46,541.0,541
20250506-20250509-4,中R,3_转盘心愿,火石（神武升星道具）,146,32840.0,3284
20250506-20250509-4,小R,3_转盘心愿,UR招募令,62,2055.0,685
20250506-20250509-4,中R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,146,3284.0,3284
20250108-20250111-4,小R,2_转盘心愿,援·丰臣秀吉SSR+,26,182.0,182
20250108-20250111-4,微R,2_转盘心愿,S34织田冬姬SSR+（碎片）,152,6456.0,3228
20250219-20250222-4,超R,4_转盘心愿,神砂,14,121400.0,607
20250424-20250427-4,中R,1_转盘心愿,UR赤備えの太刀,146,2706.0,2706
20250424-20250427-4,小R,1_转盘心愿,神武武器-6周年庆,154,2396.0,2396
20250424-20250427-4,非R,1_转盘心愿,UR采配,1353,10683.0,10683
20250125-20250128-4,非R,3_转盘心愿,试金石,1444,165530.0,16553
20250125-20250128-4,非R,3_转盘心愿,S30冠军鸡,670,23046.0,7682
20250321-20250324-4,中R,4_转盘心愿,觉醒道具橙,144,157.0,157
20250506-20250509-4,非R,4_转盘心愿,玉钢,1363,122364000.0,20394
20250108-20250111-4,未活跃,3_转盘心愿,研习橙色道具,46,6300.0,315
20250522-20250525-4,大R,1_转盘心愿,神武武器-6周年庆,33,862.0,862
20250219-20250222-4,非R,2_转盘心愿,S29佐久间盛政UR（碎片）,269,4790.0,958
20250321-20250324-4,微R,2_转盘心愿,SSR+折扇,252,1353.0,1353
20250321-20250324-4,小R,2_转盘心愿,SSR+折扇,145,755.0,755
20250117-20250120-4,微R,4_转盘心愿,计策锦囊(被gameconstantset引用),217,76140.0,3807
20250219-20250222-4,非R,4_转盘心愿,铁锭（装备饰品和改造道具）,1407,2639200.0,13196
20250303-20250306-4,中R,2_转盘心愿,S30明智光秀UR（碎片）,32,1030.0,206
20250424-20250427-4,超R,1_转盘心愿,S36UR-武田信繁,16,860.0,860
20250506-20250509-4,中R,1_转盘心愿,S18山中幸盛SSR+,33,386.0,386
20250401-20250404-4,小R,4_转盘心愿,神砂,91,192800.0,964
20250401-20250404-4,微R,4_转盘心愿,计策锦囊(被gameconstantset引用),219,45200.0,2260
20250401-20250404-4,微R,4_转盘心愿,神砂,159,326600.0,1633
20250424-20250427-4,小R,2_转盘心愿,援·丰臣秀吉SSR+,21,157.0,157
20250522-20250525-4,微R,2_转盘心愿,织田信长SSR+,31,296.0,296
20250522-20250525-4,超R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,10,216.0,108
20250207-20250210-4,中R,3_转盘心愿,S30冠军鸡,135,16788.0,5596
20250219-20250222-4,微R,2_转盘心愿,S33前田庆次UR（碎片）,132,3155.0,631
20250117-20250120-4,微R,3_转盘心愿,战旗觉醒道具自选包,63,3084.0,1028
20250117-20250120-4,中R,3_转盘心愿,武将经验 +100000,109,6030.0,1206
20250401-20250404-4,大R,1_转盘心愿,S32酒井忠次UR,13,192.0,192
20250412-20250415-4,中R,3_转盘心愿,研习紫色道具,8,5800.0,58
20250108-20250111-4,微R,1_转盘心愿,S31京极龙子UR,92,515.0,515
20250321-20250324-4,未活跃,1_转盘心愿,暗·织田信长UR,4,4.0,4
20250117-20250120-4,未活跃,直购礼包上月标签,未活跃,1,101.59890000000001,3
20241207-20241210-4,中R,直购礼包上月标签,中R,29,46247.275900000095,339
20250219-20250222-4,小R,直购礼包上月标签,小R,4,788.9566000000001,10
20250321-20250324-4,微R,3_转盘心愿,S30冠军鸡,251,6723.0,2241
20250207-20250210-4,微R,3_转盘心愿,高级招募令,22,420.0,140
20250117-20250120-4,超R,直购礼包,赛季UR转盘礼包1,5,1129.3315000000002,35
20250303-20250306-4,中R,直购礼包,赛季UR转盘礼包3,3,1844.4107999999999,3
