type,period,last1_paytag,dtype1,dtype2,users,money_rmb,sincetime_money
paymentact_week_group,0331-0406,中R,幸运屋,,9,750.268800,420.0
paymentact_week_group,0106-0112,中R,周期-周礼包,,13,617.408700,772.0
paymentact_week_group,0203-0209,大R,周期-周礼包,,10,1213.976600,1044.0
paymentact_week_group,0210-0216,非R,团购礼包,,3,62.522400,500.0
paymentact_week_group,0120-0126,大R,行脚商人,,20,7197.891300,2620.0
paymentact_week_group,0512-0518,非R,月度周储钱罐,,11,66.690560,112.0
paymentact_week_group,0421-0427,超R,千本抽,,10,6894.136640,464.0
paymentact_week_group,0224-0302,小R,金币,,4,229.769820,64.0
paymentact_week_group,0127-0202,超R,月次祭礼包,,7,7627.732800,17364.0
paymentact_week_group,0519-0525,非R,battlepass-周年庆,,2,125.044800,120.0
paymentact_week_group,0331-0406,超R,行脚商人,,17,11735.975500,9256.0
paymentact_week_group,0512-0518,大R,情人节活动,,18,8761.993340,9324.0
paymentact_week_group,0421-0427,超R,周期-周礼包,,5,1250.448000,1320.0
paymentact_week_group,0120-0126,大R,6周年礼包,,8,1857.436300,1840.0
paymentact_week_group,0224-0302,超R,团购礼包,,7,4269.758900,5120.0
paymentact_week_group,0217-0223,大R,神魔之乱,,6,966.492100,840.0
paymentact_week_group,0113-0119,超R,珍珠,,9,57418.488080,0.0
paymentact_week_group,0224-0302,中R,周期-日礼包,,5,638.770520,216.0
paymentact_week_group,0324-0330,非R,情人节活动,,8,2735.355000,9224.0
paymentact_week_group,0331-0406,非R,神武锻造,,1,614.803600,0.0
paymentact_week_group,0428-0504,大R,幸运屋,,1,0.000000,60.0
paymentact_week_group,0512-0518,超R,battlepass-周年庆,,4,0.000000,480.0
paymentact_week_group,0224-0302,微R,周期-日礼包,,3,8.336320,12.0
paymentact_week_group,1230-0105,小R,团购礼包,,1,1062.880800,0.0
paymentact_week_group,0203-0209,小R,周期-日礼包,,6,325.637500,12.0
paymentact_week_group,0120-0126,小R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0414-0420,非R,神武锻造,,1,67.732600,0.0
paymentact_week_group,0317-0323,超R,神武锻造,,3,507.994500,7580.0
paymentact_week_group,1230-0105,小R,月度活动,,1,437.656800,0.0
paymentact_week_group,0120-0126,微R,月卡,,38,2985.444600,92.0
paymentact_week_group,0324-0330,大R,团购礼包,,8,789.345300,1128.0
paymentact_week_group,0120-0126,中R,情人节活动,,32,16399.104500,10868.0
paymentact_week_group,1230-0105,小R,battlepass,,6,1073.301200,0.0
paymentact_week_group,0512-0518,微R,月度周储钱罐,,42,633.560320,64.0
paymentact_week_group,0113-0119,超R,超级转盘,,7,9222.054000,25864.0
paymentact_week_group,0421-0427,大R,月度周储钱罐,,19,100.035840,208.0
paymentact_week_group,0203-0209,大R,神魔之乱,,7,1229.607200,3480.0
paymentact_week_group,0113-0119,超R,每日一键,,6,475.170240,212.0
paymentact_week_group,0428-0504,超R,限购礼包,,7,1357.257100,3096.0
paymentact_week_group,0203-0209,中R,珍珠,,36,22645.092260,0.0
paymentact_week_group,0303-0309,中R,金币,,25,2485.265400,1036.0
paymentact_week_group,0310-0316,微R,情人节活动,,4,375.134400,32.0
paymentact_week_group,0120-0126,微R,超级转盘,,1,125.044800,0.0
paymentact_week_group,0317-0323,非R,金币,,2,8.336320,4.0
paymentact_week_group,0428-0504,非R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0120-0126,大R,赛季征战活动,,2,125.044800,240.0
paymentact_week_group,0317-0323,微R,每日一键,,4,83.363200,18.0
paymentact_week_group,0512-0518,小R,每日一键,,12,158.390080,292.0
paymentact_week_group,0210-0216,超R,月度活动,,1,125.044800,0.0
paymentact_week_group,0210-0216,未活跃,珍珠,,1,62.522400,0.0
paymentact_week_group,0421-0427,非R,幸运屋,,1,0.000000,60.0
paymentact_week_group,0113-0119,小R,赛季UR养成通行证,,1,614.803600,0.0
paymentact_week_group,0317-0323,大R,开运礼包,,1,0.000000,660.0
paymentact_week_group,0303-0309,超R,4周年庆典自选礼包,,6,4470.351600,2360.0
paymentact_week_group,0324-0330,小R,幸运屋,,3,125.044800,32.0
paymentact_week_group,0324-0330,小R,神魔之乱,,1,135.465200,0.0
paymentact_week_group,0512-0518,非R,每日一键,,2,0.000000,22.0
paymentact_week_group,0310-0316,非R,神武锻造,,1,125.044800,0.0
paymentact_week_group,0303-0309,未活跃,金币,,1,62.522400,0.0
paymentact_week_group,0224-0302,中R,开运礼包,,1,312.612000,0.0
paymentact_week_group,0120-0126,非R,幸运屋,,1,62.522400,0.0
paymentact_week_group,0505-0511,超R,行脚商人,,11,12647.760500,4680.0
paymentact_week_group,0210-0216,中R,周期-日礼包,,7,409.000700,216.0
paymentact_week_group,0120-0126,非R,battlepass-周年庆,,15,1750.627200,120.0
paymentact_week_group,0217-0223,大R,每日一键,,12,408.479680,364.0
paymentact_week_group,0428-0504,超R,一条龙,,7,2013.742300,2812.0
paymentact_week_group,0421-0427,超R,周期-日礼包,,7,1008.694720,2272.0
paymentact_week_group,0210-0216,小R,月度周储钱罐,,22,316.780160,48.0
paymentact_week_group,0407-0413,大R,神武锻造,,18,4084.796800,3396.0
paymentact_week_group,0210-0216,超R,超级转盘,,1,0.000000,660.0
paymentact_week_group,0120-0126,中R,行脚商人,,22,4738.676900,3844.0
paymentact_week_group,0217-0223,大R,月度活动,,4,625.224000,880.0
paymentact_week_group,0203-0209,中R,行脚商人,,20,5191.964300,1864.0
paymentact_week_group,0512-0518,超R,4周年庆典自选礼包,,4,1927.774000,640.0
paymentact_week_group,0421-0427,小R,周期-日礼包,,7,58.875260,16.0
paymentact_week_group,0519-0525,非R,千本抽,,5,226.122680,20.0
paymentact_week_group,1230-0105,微R,情人节活动,,1,857.077900,0.0
paymentact_week_group,0210-0216,大R,金币,,6,534.045500,464.0
paymentact_week_group,0303-0309,超R,月度周储钱罐,,9,66.690560,80.0
paymentact_week_group,0120-0126,微R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0317-0323,小R,金币,,3,221.433500,0.0
paymentact_week_group,0224-0302,大R,福瑞赏,,5,544.465900,420.0
paymentact_week_group,0106-0112,小R,团购礼包,,1,312.612000,0.0
paymentact_week_group,0120-0126,大R,超级转盘,,9,3014.100700,4176.0
paymentact_week_group,0120-0126,超R,金币,,4,1229.607200,980.0
paymentact_week_group,0113-0119,超R,6周年礼包,,7,7012.929200,7728.0
paymentact_week_group,0224-0302,大R,周期-日礼包,,2,96.388700,180.0
paymentact_week_group,0217-0223,非R,周期-日礼包,,1,0.000000,4.0
paymentact_week_group,0113-0119,小R,月度活动,,1,125.044800,0.0
paymentact_week_group,0428-0504,非R,battlepass,,1,0.000000,195.0
paymentact_week_group,0505-0511,小R,神武锻造,,2,158.911100,0.0
paymentact_week_group,0505-0511,超R,赛季UR养成通行证,,4,1229.607200,640.0
paymentact_week_group,0428-0504,小R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0310-0316,大R,神武锻造,,24,5996.940200,4872.0
paymentact_week_group,0120-0126,中R,月度周储钱罐,,62,666.905600,352.0
paymentact_week_group,0331-0406,中R,6周年礼包,,11,3243.349500,4776.0
paymentact_week_group,0505-0511,大R,限购礼包,,19,2795.793320,2036.0
paymentact_week_group,0106-0112,超R,超级转盘,,12,11592.695000,31216.0
paymentact_week_group,0407-0413,中R,金币,,11,1993.422520,56.0
paymentact_week_group,0428-0504,非R,每日一键,,3,25.008960,40.0
paymentact_week_group,0421-0427,微R,月次祭礼包,,1,67.732600,0.0
paymentact_week_group,0106-0112,中R,battlepass-周年庆,,20,1875.672000,600.0
paymentact_week_group,1230-0105,小R,永久特惠礼包,,1,614.803600,0.0
paymentact_week_group,0217-0223,非R,月卡,,3,221.433500,230.0
paymentact_week_group,0113-0119,超R,游园会通行证,,4,375.134400,300.0
paymentact_week_group,0414-0420,小R,行脚商人,,3,375.134400,0.0
paymentact_week_group,0407-0413,非R,月度周储钱罐,,9,83.363200,64.0
paymentact_week_group,0519-0525,大R,游园会通行证,,8,562.701600,600.0
paymentact_week_group,0106-0112,中R,金币,,27,4485.461180,820.0
paymentact_week_group,1230-0105,超R,battlepass,,3,369.924200,160.0
paymentact_week_group,0210-0216,超R,神魔之乱,,2,614.803600,660.0
paymentact_week_group,0512-0518,超R,签到礼包,,3,0.000000,2920.0
paymentact_week_group,0217-0223,小R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0310-0316,超R,battlepass,,1,166.726400,0.0
paymentact_week_group,0106-0112,小R,运营活动直购礼包,,1,33.866300,0.0
paymentact_week_group,0512-0518,超R,周期-周礼包,,1,0.000000,60.0
paymentact_week_group,0512-0518,小R,幸运屋,,1,125.044800,0.0
paymentact_week_group,0203-0209,微R,开运礼包,,1,16.672640,0.0
paymentact_week_group,0224-0302,大R,签到礼包,,29,11827.154000,11220.0
paymentact_week_group,0512-0518,小R,4周年庆典自选礼包,,2,250.089600,0.0
paymentact_week_group,0120-0126,中R,珍珠,,29,15557.657200,0.0
paymentact_week_group,0324-0330,大R,情人节活动,,30,43497.354700,40728.0
paymentact_week_group,0505-0511,超R,情人节活动,,12,13872.678520,15696.0
paymentact_week_group,0421-0427,小R,每日一键,,9,158.390080,162.0
paymentact_week_group,0331-0406,超R,超级转盘,,9,5791.137300,22740.0
paymentact_week_group,0303-0309,小R,每日一键,,9,166.726400,82.0
paymentact_week_group,0317-0323,小R,battlepass-周年庆,,5,625.224000,0.0
paymentact_week_group,0324-0330,小R,每日一键,,9,133.381120,66.0
paymentact_week_group,0414-0420,小R,月度周储钱罐,,19,233.416960,80.0
paymentact_week_group,0331-0406,超R,情人节活动,,6,4037.383980,2676.0
paymentact_week_group,0224-0302,中R,游园会通行证,,10,937.836000,420.0
paymentact_week_group,0203-0209,大R,行脚商人,,21,5501.971200,7328.0
paymentact_week_group,0210-0216,微R,神武锻造,,3,158.911100,248.0
paymentact_week_group,0203-0209,微R,战鼓解锁,,3,375.134400,0.0
paymentact_week_group,0203-0209,小R,签到礼包,,36,5970.889200,120.0
paymentact_week_group,0512-0518,小R,神魔之乱,,6,781.530000,32.0
paymentact_week_group,0303-0309,中R,运营活动直购礼包,,1,125.044800,0.0
paymentact_week_group,0303-0309,超R,battlepass-周年庆,,8,500.179200,480.0
paymentact_week_group,0120-0126,小R,福瑞赏,,3,437.656800,0.0
paymentact_week_group,0505-0511,中R,幸运屋,,13,1312.970400,180.0
paymentact_week_group,0407-0413,小R,团购礼包,,1,187.567200,0.0
paymentact_week_group,0317-0323,超R,金币,,2,0.000000,664.0
paymentact_week_group,0512-0518,大R,运营活动直购礼包,,4,1229.607200,336.0
paymentact_week_group,0317-0323,中R,赛季UR养成通行证,,1,614.803600,0.0
paymentact_week_group,0127-0202,超R,周期-日礼包,,2,312.612000,120.0
paymentact_week_group,0120-0126,微R,珍珠,,3,226.643700,0.0
paymentact_week_group,0120-0126,微R,行脚商人,,1,62.522400,0.0
paymentact_week_group,0519-0525,大R,6周年礼包,,6,784.135100,2872.0
paymentact_week_group,0519-0525,大R,幸运屋,,4,406.395600,60.0
paymentact_week_group,0217-0223,大R,battlepass,,3,203.197800,390.0
paymentact_week_group,0519-0525,小R,月次祭礼包,,2,2459.214400,0.0
paymentact_week_group,0428-0504,微R,每日一键,,5,41.681600,8.0
paymentact_week_group,0519-0525,微R,4周年庆典自选礼包,,1,250.089600,0.0
paymentact_week_group,0120-0126,大R,周期-日礼包,,2,135.465200,120.0
paymentact_week_group,0421-0427,非R,行脚商人,,1,0.000000,60.0
paymentact_week_group,0421-0427,大R,赛季UR养成通行证,,1,0.000000,660.0
paymentact_week_group,0331-0406,小R,成长计划,,1,375.134400,0.0
paymentact_week_group,0512-0518,中R,一条龙,,93,12369.535820,2708.0
paymentact_week_group,0120-0126,中R,每日一键,,23,675.241920,826.0
paymentact_week_group,0224-0302,中R,每日一键,,24,583.542400,918.0
paymentact_week_group,0210-0216,中R,金币,,20,3628.383280,2056.0
paymentact_week_group,0303-0309,小R,月度周储钱罐,,24,366.798080,32.0
paymentact_week_group,0421-0427,大R,每日一键,,17,475.170240,856.0
paymentact_week_group,0210-0216,大R,神武锻造,,23,5684.328200,8488.0
paymentact_week_group,0127-0202,超R,battlepass,,10,833.632000,800.0
paymentact_week_group,0106-0112,中R,签到礼包,,57,17443.749600,4620.0
paymentact_week_group,0407-0413,超R,周期-周礼包,,7,1740.206800,796.0
paymentact_week_group,0113-0119,超R,赛季UR养成通行证,,3,927.415600,1640.0
paymentact_week_group,0210-0216,超R,团购礼包,,8,2550.913920,19776.0
paymentact_week_group,1230-0105,大R,团购礼包,,6,312.612000,2340.0
paymentact_week_group,0317-0323,中R,珍珠,,21,10281.808680,0.0
paymentact_week_group,0310-0316,大R,限购礼包,,20,3779.479080,3272.0
paymentact_week_group,0127-0202,小R,月次祭礼包,,7,1258.263300,0.0
paymentact_week_group,0324-0330,微R,月度周储钱罐,,24,316.780160,80.0
paymentact_week_group,0203-0209,微R,battlepass,,3,573.122000,0.0
paymentact_week_group,0512-0518,非R,开运礼包,,1,0.000000,660.0
paymentact_week_group,0217-0223,中R,情人节活动,,57,19101.114220,25028.0
paymentact_week_group,0203-0209,大R,周期-日礼包,,3,164.121300,120.0
paymentact_week_group,1230-0105,超R,周期-日礼包,,2,187.567200,240.0
paymentact_week_group,0113-0119,超R,battlepass,,5,369.924200,675.0
paymentact_week_group,0331-0406,超R,团购礼包,,13,8190.434400,14024.0
paymentact_week_group,0224-0302,中R,周期-周礼包,,5,424.631300,404.0
paymentact_week_group,0324-0330,超R,每日一键,,4,325.116480,98.0
paymentact_week_group,1230-0105,超R,battlepass-周年庆,,4,250.089600,240.0
paymentact_week_group,0127-0202,大R,运营活动直购礼包,,12,5986.519800,5256.0
paymentact_week_group,0217-0223,非R,每日一键,,1,8.336320,0.0
paymentact_week_group,0310-0316,小R,4周年庆典自选礼包,,5,625.224000,120.0
paymentact_week_group,0127-0202,小R,每日一键,,8,191.735360,70.0
paymentact_week_group,0414-0420,大R,神武锻造,,8,2000.716800,752.0
paymentact_week_group,0303-0309,小R,4周年庆典自选礼包,,3,500.179200,0.0
paymentact_week_group,0317-0323,微R,周期-周礼包,,2,166.726400,0.0
paymentact_week_group,0224-0302,中R,battlepass,,8,1573.480400,160.0
paymentact_week_group,0512-0518,大R,团购礼包,,9,5085.155200,2592.0
paymentact_week_group,0217-0223,微R,周期-周礼包,,4,191.735360,92.0
paymentact_week_group,0421-0427,小R,battlepass,,3,573.122000,0.0
paymentact_week_group,0217-0223,大R,幸运屋,,2,125.044800,120.0
paymentact_week_group,0106-0112,超R,幸运屋,,7,437.656800,300.0
paymentact_week_group,0224-0302,非R,限购礼包,,3,0.000000,10832.0
paymentact_week_group,0512-0518,超R,游园会通行证,,2,62.522400,60.0
paymentact_week_group,0324-0330,超R,battlepass-周年庆,,1,0.000000,120.0
paymentact_week_group,0317-0323,小R,周期-日礼包,,1,125.044800,0.0
paymentact_week_group,0317-0323,大R,battlepass-周年庆,,3,125.044800,240.0
paymentact_week_group,0303-0309,未活跃,签到礼包,,1,62.522400,0.0
paymentact_week_group,1230-0105,大R,赛季UR养成通行证,,1,614.803600,0.0
paymentact_week_group,0203-0209,中R,月度活动,,17,4439.090400,1120.0
paymentact_week_group,0127-0202,中R,倍率转盘,,8,372.529300,1336.0
paymentact_week_group,0317-0323,中R,月度活动,,10,1375.492800,1000.0
paymentact_week_group,0113-0119,大R,运营活动直购礼包,,6,1229.607200,6232.0
paymentact_week_group,0127-0202,超R,周期-周礼包,,4,554.886300,980.0
paymentact_week_group,0505-0511,非R,周期-日礼包,,5,8.336320,24.0
paymentact_week_group,0217-0223,超R,月卡,,6,317.822200,180.0
paymentact_week_group,0217-0223,非R,福瑞赏,,1,0.000000,3428.0
paymentact_week_group,0512-0518,超R,周期-日礼包,,5,75.026880,756.0
paymentact_week_group,0120-0126,小R,金币,,10,1604.220580,0.0
paymentact_week_group,0310-0316,超R,4周年庆典自选礼包,,8,6366.864400,3640.0
paymentact_week_group,0127-0202,中R,神武锻造,,25,2229.965600,3088.0
paymentact_week_group,0120-0126,中R,月度活动,,11,2125.761600,560.0
paymentact_week_group,0331-0406,大R,月卡,,10,567.911800,304.0
paymentact_week_group,0127-0202,小R,幸运屋,,5,375.134400,0.0
paymentact_week_group,0106-0112,中R,周期-日礼包,,7,453.287400,0.0
paymentact_week_group,0407-0413,小R,月度周储钱罐,,21,300.107520,48.0
paymentact_week_group,0203-0209,小R,金币,,20,889.381140,60.0
paymentact_week_group,0421-0427,中R,神武锻造,,13,372.529300,1328.0
paymentact_week_group,0127-0202,微R,月度周储钱罐,,15,216.744320,32.0
paymentact_week_group,0505-0511,非R,月卡,,4,410.563760,120.0
paymentact_week_group,0120-0126,超R,运营活动直购礼包,,4,2537.367400,2252.0
paymentact_week_group,0303-0309,超R,签到礼包,,6,802.370800,3160.0
paymentact_week_group,0512-0518,大R,幸运屋,,3,187.567200,90.0
paymentact_week_group,0505-0511,超R,月度周储钱罐,,10,50.017920,112.0
paymentact_week_group,0217-0223,大R,珍珠,,9,23125.993720,0.0
paymentact_week_group,0331-0406,大R,金币,,5,379.302560,316.0
paymentact_week_group,0113-0119,超R,月次祭礼包,,8,5561.888500,21672.0
paymentact_week_group,0324-0330,超R,battlepass,,5,166.726400,710.0
paymentact_week_group,0127-0202,超R,战鼓解锁,,1,0.000000,120.0
paymentact_week_group,0203-0209,非R,神魔之乱,,2,169.331500,0.0
paymentact_week_group,0317-0323,大R,赛季征战活动,,1,1229.607200,0.0
paymentact_week_group,0106-0112,超R,赛季UR养成通行证,,2,312.612000,320.0
paymentact_week_group,0106-0112,超R,珍珠,,8,65082.692280,0.0
paymentact_week_group,0203-0209,中R,月度周储钱罐,,72,750.268800,432.0
paymentact_week_group,0331-0406,中R,battlepass-周年庆,,30,2625.940800,1080.0
paymentact_week_group,0324-0330,小R,团购礼包,,1,62.522400,0.0
paymentact_week_group,0512-0518,微R,情人节活动,,3,283.955900,0.0
paymentact_week_group,0203-0209,中R,超级转盘,,14,2383.666500,944.0
paymentact_week_group,0505-0511,中R,4周年庆典自选礼包,,17,5158.098000,1620.0
paymentact_week_group,0421-0427,非R,珍珠,,3,657.006220,0.0
paymentact_week_group,0331-0406,中R,金币,,20,1475.528640,120.0
paymentact_week_group,0203-0209,小R,月卡,,25,2214.335000,60.0
paymentact_week_group,0120-0126,微R,每日一键,,11,133.381120,26.0
paymentact_week_group,0310-0316,超R,月度周储钱罐,,9,50.017920,96.0
paymentact_week_group,0203-0209,大R,battlepass,,17,1828.780200,1525.0
paymentact_week_group,0317-0323,大R,battlepass,,9,906.574800,1030.0
paymentact_week_group,0217-0223,微R,金币,,4,229.769820,4.0
paymentact_week_group,0407-0413,超R,每日一键,,6,350.125440,106.0
paymentact_week_group,0407-0413,超R,月度周储钱罐,,15,116.708480,128.0
paymentact_week_group,0310-0316,超R,周期-周礼包,,2,0.000000,1660.0
paymentact_week_group,0203-0209,超R,运营活动直购礼包,,6,8182.619100,9156.0
paymentact_week_group,0428-0504,非R,周期-周礼包,,4,33.345280,2716.0
paymentact_week_group,0210-0216,未活跃,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0120-0126,大R,月度周储钱罐,,32,250.089600,272.0
paymentact_week_group,0331-0406,中R,月次祭礼包,,7,1919.958700,96.0
paymentact_week_group,0210-0216,超R,月次祭礼包,,6,3582.012500,14000.0
paymentact_week_group,0414-0420,超R,每日一键,,8,500.179200,216.0
paymentact_week_group,0120-0126,中R,团购礼包,,9,437.656800,2816.0
paymentact_week_group,0414-0420,超R,battlepass,,11,1167.084800,640.0
paymentact_week_group,0428-0504,小R,周期-日礼包,,11,108.893180,112.0
paymentact_week_group,0217-0223,微R,神魔之乱,,3,567.911800,0.0
paymentact_week_group,1230-0105,超R,4周年庆典自选礼包,,12,8961.544000,3920.0
paymentact_week_group,0428-0504,微R,周期-日礼包,,12,75.026880,32.0
paymentact_week_group,1230-0105,超R,周期-周礼包,,3,312.612000,192.0
paymentact_week_group,0217-0223,微R,周期-日礼包,,1,62.522400,0.0
paymentact_week_group,0519-0525,非R,4周年庆典自选礼包,,1,0.000000,2200.0
paymentact_week_group,0210-0216,未活跃,首充之礼包,,1,62.522400,0.0
paymentact_week_group,0519-0525,大R,月度活动,,5,562.701600,1000.0
paymentact_week_group,0106-0112,小R,赛季UR养成通行证,,1,312.612000,0.0
paymentact_week_group,0519-0525,非R,月度活动,,1,125.044800,0.0
paymentact_week_group,0421-0427,微R,行脚商人,,1,62.522400,0.0
paymentact_week_group,0407-0413,非R,神武锻造,,1,0.000000,2640.0
paymentact_week_group,0113-0119,中R,周期-周礼包,,9,448.077200,968.0
paymentact_week_group,0217-0223,中R,行脚商人,,41,9625.844500,5800.0
paymentact_week_group,0519-0525,中R,每日一键,,16,425.152320,588.0
paymentact_week_group,0519-0525,微R,月度活动,,4,375.134400,120.0
paymentact_week_group,0317-0323,中R,4周年庆典自选礼包,,13,3605.458400,1380.0
paymentact_week_group,0512-0518,微R,签到礼包,,14,2969.814000,720.0
paymentact_week_group,0331-0406,中R,周期-周礼包,,8,458.497600,428.0
paymentact_week_group,0407-0413,中R,月度周储钱罐,,55,566.869760,336.0
paymentact_week_group,0303-0309,大R,6周年礼包,,24,39493.316000,18120.0
paymentact_week_group,0303-0309,小R,battlepass-周年庆,,11,1250.448000,120.0
paymentact_week_group,0127-0202,大R,超级转盘,,8,3548.146200,2104.0
paymentact_week_group,0120-0126,小R,超级转盘,,5,1135.823600,0.0
paymentact_week_group,0106-0112,微R,珍珠,,5,159.953140,0.0
paymentact_week_group,0512-0518,中R,珍珠,,25,17088.934980,0.0
paymentact_week_group,0113-0119,超R,神武锻造,,10,4144.714100,3652.0
paymentact_week_group,0224-0302,超R,月度周储钱罐,,9,50.017920,96.0
paymentact_week_group,0210-0216,中R,神魔之乱,,13,2612.915300,1088.0
paymentact_week_group,0217-0223,中R,珍珠,,29,19078.189340,0.0
paymentact_week_group,0512-0518,超R,月度周储钱罐,,11,83.363200,96.0
paymentact_week_group,1230-0105,未活跃,月卡,,1,0.000000,18.0
paymentact_week_group,0414-0420,中R,签到礼包,,22,8951.123600,2120.0
paymentact_week_group,0505-0511,小R,battlepass-周年庆,,11,1375.492800,0.0
paymentact_week_group,0113-0119,小R,月次祭礼包,,3,747.663700,32.0
paymentact_week_group,0106-0112,大R,月卡,,9,226.643700,548.0
paymentact_week_group,0106-0112,中R,团购礼包,,4,562.701600,120.0
paymentact_week_group,0106-0112,超R,签到礼包,,6,1979.876000,780.0
paymentact_week_group,0421-0427,大R,月度活动,,4,437.656800,680.0
paymentact_week_group,1230-0105,超R,月度周储钱罐,,3,16.672640,32.0
paymentact_week_group,0224-0302,大R,每日一键,,11,350.125440,452.0
paymentact_week_group,1230-0105,超R,团购礼包,,9,6206.390240,9024.0
paymentact_week_group,0519-0525,中R,4周年庆典自选礼包,,6,750.268800,1020.0
paymentact_week_group,0106-0112,超R,battlepass-周年庆,,2,125.044800,120.0
paymentact_week_group,0428-0504,超R,battlepass,,1,166.726400,0.0
paymentact_week_group,0127-0202,小R,团购礼包,,2,33.345280,0.0
paymentact_week_group,0505-0511,微R,4周年庆典自选礼包,,1,125.044800,0.0
paymentact_week_group,0106-0112,超R,游园会通行证,,4,187.567200,420.0
paymentact_week_group,0519-0525,超R,运营活动直购礼包,,1,1263.473500,0.0
paymentact_week_group,0203-0209,非R,每日一键,,2,16.672640,18.0
paymentact_week_group,0113-0119,大R,行脚商人,,20,8526.492300,6956.0
paymentact_week_group,0414-0420,超R,珍珠,,9,67033.391160,0.0
paymentact_week_group,0120-0126,中R,赛季征战活动,,5,375.134400,64.0
paymentact_week_group,0113-0119,超R,月度周储钱罐,,12,116.708480,80.0
paymentact_week_group,0519-0525,微R,周期-日礼包,,3,8.336320,16.0
paymentact_week_group,1230-0105,中R,情人节活动,,22,3397.050400,3044.0
paymentact_week_group,0512-0518,大R,周期-周礼包,,7,125.044800,228.0
paymentact_week_group,0331-0406,大R,周期-周礼包,,6,481.943500,988.0
paymentact_week_group,0317-0323,非R,周期-周礼包,,1,0.000000,16.0
paymentact_week_group,0303-0309,超R,珍珠,,7,33325.481240,0.0
paymentact_week_group,0428-0504,小R,月卡,,35,3467.388100,120.0
paymentact_week_group,0414-0420,小R,每日一键,,12,250.089600,116.0
paymentact_week_group,0203-0209,微R,金币,,12,1081.116500,20.0
paymentact_week_group,0317-0323,小R,神魔之乱,,1,169.331500,0.0
paymentact_week_group,0224-0302,大R,月次祭礼包,,16,8448.339300,15204.0
paymentact_week_group,0519-0525,小R,神武锻造,,6,487.153700,256.0
paymentact_week_group,0519-0525,大R,周期-周礼包,,6,454.329440,780.0
paymentact_week_group,0106-0112,大R,battlepass,,4,573.122000,160.0
paymentact_week_group,0303-0309,微R,4周年庆典自选礼包,,1,375.134400,0.0
paymentact_week_group,0421-0427,微R,周期-日礼包,,1,0.000000,8.0
paymentact_week_group,0106-0112,大R,团购礼包,,3,125.044800,640.0
paymentact_week_group,0331-0406,大R,运营活动直购礼包,,4,33.866300,544.0
paymentact_week_group,0512-0518,小R,周期-周礼包,,4,175.062720,0.0
paymentact_week_group,0414-0420,微R,倍率转盘,,1,0.000000,96.0
paymentact_week_group,0428-0504,超R,周期-日礼包,,6,325.116480,1324.0
paymentact_week_group,0310-0316,超R,赛季UR养成通行证,,1,0.000000,320.0
paymentact_week_group,0210-0216,中R,运营活动直购礼包,,6,1352.046900,240.0
paymentact_week_group,0505-0511,超R,幸运屋,,4,187.567200,540.0
paymentact_week_group,0421-0427,小R,限购礼包,,1,101.598900,0.0
paymentact_week_group,0414-0420,小R,月次祭礼包,,3,1297.339800,0.0
paymentact_week_group,0512-0518,超R,神魔之乱,,3,476.733300,400.0
paymentact_week_group,1230-0105,超R,月度活动,,2,437.656800,440.0
paymentact_week_group,0324-0330,小R,4周年庆典自选礼包,,2,250.089600,0.0
paymentact_week_group,0120-0126,非R,行脚商人,,2,33.866300,2640.0
paymentact_week_group,0317-0323,未活跃,月卡,,1,33.866300,0.0
paymentact_week_group,0120-0126,未活跃,福瑞赏,,1,125.044800,0.0
paymentact_week_group,1230-0105,微R,幸运屋,,1,62.522400,0.0
paymentact_week_group,0421-0427,小R,超级转盘,,1,0.000000,384.0
paymentact_week_group,0421-0427,非R,游园会通行证,,1,0.000000,60.0
paymentact_week_group,0421-0427,中R,月度周储钱罐,,49,483.506560,320.0
paymentact_week_group,0127-0202,小R,月卡,,39,4683.969800,64.0
paymentact_week_group,0210-0216,大R,签到礼包,,17,3407.470800,5740.0
paymentact_week_group,0512-0518,中R,月度周储钱罐,,85,883.649920,512.0
paymentact_week_group,0505-0511,中R,月卡,,16,1174.900100,544.0
paymentact_week_group,0505-0511,中R,签到礼包,,53,14150.903200,8180.0
paymentact_week_group,0331-0406,中R,行脚商人,,17,4204.631400,1472.0
paymentact_week_group,0512-0518,大R,珍珠,,8,11119.608840,0.0
paymentact_week_group,0210-0216,微R,金币,,10,888.860120,324.0
paymentact_week_group,0106-0112,小R,battlepass-周年庆,,7,750.268800,120.0
paymentact_week_group,0428-0504,大R,限购礼包,,14,3769.058680,2288.0
paymentact_week_group,0120-0126,大R,运营活动直购礼包,,3,158.911100,1020.0
paymentact_week_group,0324-0330,微R,神魔之乱,,5,338.663000,96.0
paymentact_week_group,0113-0119,中R,4周年庆典自选礼包,,13,3980.592800,1040.0
paymentact_week_group,0414-0420,微R,月度活动,,2,125.044800,120.0
paymentact_week_group,0303-0309,微R,周期-周礼包,,1,0.000000,60.0
paymentact_week_group,0203-0209,微R,行脚商人,,1,62.522400,0.0
paymentact_week_group,1230-0105,超R,月卡,,4,192.777400,64.0
