start_natualweek,end_natualweek,natual_week,reason_type,reason,reason_cn,last1_paytag,users,core_add,core_cost
2025-04-14,2025-04-20,0414-0420,gold_free,196,每日任务奖励,小R,123,154670.0,
2025-04-14,2025-04-20,0414-0420,gold_free,310,排位赛每日任务,非R,1333,384120.0,
2025-03-10,2025-03-16,0310-0316,special,316,兑换,小R,102,,903200.0
2025-04-28,2025-05-04,0428-0504,gold_paid,194,月卡奖励,超R,13,20350.0,
2025-04-28,2025-05-04,0428-0504,gold_free,372,战斗结算宝箱开启,微R,240,66605.0,8413.0
2025-04-21,2025-04-27,0421-0427,other,431,购买体力,小R,4,,7440.0
2025-04-21,2025-04-27,0421-0427,other,434,购买计策道具,超R,8,,19750.0
2025-04-28,2025-05-04,0428-0504,gold_paid,362,充值签到,中R,84,17700.0,
2025-03-24,2025-03-30,0324-0330,other,926,设置武将化境技能,非R,95,,12900.0
2025-05-12,2025-05-18,0512-0518,gold_free,310,排位赛每日任务,微R,247,82260.0,
2025-04-14,2025-04-20,0414-0420,gold_free,103,周签到,小R,123,23900.0,
2025-05-19,2025-05-25,0519-0525,special,15,使用道具,微R,186,170326.0,
2025-03-10,2025-03-16,0310-0316,gold_free,387,驿站任务完成,大R,41,167950.0,
2025-02-24,2025-03-02,0224-0302,other,907,圣诞-通行证,大R,17,23700.0,
2025-03-24,2025-03-30,0324-0330,gold_free,680,竞技场大赛季结算,大R,41,13350.0,
2025-05-12,2025-05-18,0512-0518,other,621,活动兑换,微R,62,,42900.0
2025-04-07,2025-04-13,0407-0413,other,434,购买计策道具,非R,251,,119055.0
2025-03-31,2025-04-06,0331-0406,other,405,s21赛季及以后的赛季UR,中R,3,,9000.0
2024-09-30,2024-10-06,0930-1006,other,389,购买驿站刷新次数,超R,15,,14800.0
2024-11-25,2024-12-01,1125-1201,gold_free,239,家族战积分奖励,中R,103,46000.0,
2024-12-02,2024-12-08,1202-1208,gold_paid,399,购买自选礼包,大R,6,42160.0,
2025-01-13,2025-01-19,0113-0119,other,168,购买通行证2等级,中R,30,,48000.0
2025-02-24,2025-03-02,0224-0302,gold_free,372,战斗结算宝箱开启,超R,16,13770.0,4418.0
2025-01-06,2025-01-12,0106-0112,gold_paid,192,充值赠送,中R,17,47320.0,
2025-02-17,2025-02-23,0217-0223,gold_paid,4,玩家付费,微R,53,41860.0,
2025-02-17,2025-02-23,0217-0223,gold_free,372,战斗结算宝箱开启,超R,17,14255.0,8275.0
2025-01-20,2025-01-26,0120-0126,other,388,购买驿站派遣次数,微R,73,,53900.0
2025-01-06,2025-01-12,0106-0112,other,350,俘虏勒索,小R,3,,4954.0
2025-01-13,2025-01-19,0113-0119,gold_paid,194,月卡奖励,小R,92,149900.0,
2025-01-20,2025-01-26,0120-0126,other,936,资源找回,非R,29,,35600.0
2025-01-27,2025-02-02,0127-0202,special,15,使用道具,小R,111,130106.0,
2025-02-17,2025-02-23,0217-0223,gold_paid,362,充值签到,小R,33,4000.0,
2025-01-27,2025-02-02,0127-0202,other,224,主城加速升级,非R,18,,3763.0
2025-01-20,2025-01-26,0120-0126,gold_paid,4,玩家付费,大R,41,264680.0,
2025-05-12,2025-05-18,0512-0518,other,473,国宝高级招募,非R,27,,68800.0
2024-10-28,2024-11-03,1028-1103,gold_free,387,驿站任务完成,微R,253,877250.0,
2025-02-10,2025-02-16,0210-0216,other,654,神魔活动副本购买次数,微R,6,,4000.0
2025-02-24,2025-03-02,0224-0302,other,375,战鼓升星,超R,2,,210000.0
2025-03-31,2025-04-06,0331-0406,gold_paid,362,充值签到,非R,12,1200.0,
2025-05-19,2025-05-25,0519-0525,other,141,快速升级城市建筑,中R,7,,945.0
2025-05-05,2025-05-11,0505-0511,other,371,购买武将体力,非R,25,,25200.0
2025-04-28,2025-05-04,0428-0504,other,389,购买驿站刷新次数,小R,123,,132450.0
2025-05-12,2025-05-18,0512-0518,gold_free,608,7日登录活动,未活跃,6,3500.0,
2025-05-26,2025-06-01,0526-0601,gold_free,372,战斗结算宝箱开启,微R,97,7850.0,318.0
2024-12-16,2024-12-22,1216-1222,gold_paid,194,月卡奖励,超R,18,34800.0,
2024-12-02,2024-12-08,1202-1208,other,403,S1招募,微R,7,,3000.0
2024-12-16,2024-12-22,1216-1222,other,627,家族科技捐献,非R,17,,14550.0
2024-12-30,2025-01-05,1230-0105,other,243,战旗挂机立即完成,微R,10,,1355.0
2024-12-02,2024-12-08,1202-1208,gold_free,239,家族战积分奖励,小R,67,29800.0,
2024-12-16,2024-12-22,1216-1222,other,434,购买计策道具,中R,44,,27675.0
2024-12-30,2025-01-05,1230-0105,gold_free,196,每日任务奖励,未活跃,35,6940.0,
2025-01-06,2025-01-12,0106-0112,other,405,s21赛季及以后的赛季UR,非R,69,,114000.0
2025-04-07,2025-04-13,0407-0413,gold_free,387,驿站任务完成,未活跃,19,12180.0,
2025-02-10,2025-02-16,0210-0216,other,627,家族科技捐献,微R,3,,1200.0
2025-03-03,2025-03-09,0303-0309,gold_free,372,战斗结算宝箱开启,未活跃,11,1355.0,1419.0
2025-02-03,2025-02-09,0203-0209,other,412,装备强化,非R,10,,7282.0
2025-05-19,2025-05-25,0519-0525,other,609,限定募集活动,微R,24,,98600.0
2025-05-19,2025-05-25,0519-0525,other,409,赛季返场和集结招募,小R,26,,195000.0
2024-10-07,2024-10-13,1007-1013,gold_paid,192,充值赠送,小R,24,28360.0,
2025-04-21,2025-04-27,0421-0427,gold_paid,362,充值签到,小R,30,4600.0,
2025-03-17,2025-03-23,0317-0323,other,657,商店消费,微R,25,,49838.0
2025-04-07,2025-04-13,0407-0413,other,676,竞技场主动随机消耗,小R,3,,300.0
2024-12-09,2024-12-15,1209-1215,other,434,购买计策道具,超R,2,,12620.0
2024-10-21,2024-10-27,1021-1027,other,412,装备强化,非R,21,,86169.0
2025-01-27,2025-02-02,0127-0202,gold_free,240,未领取家族战积分奖励邮件,非R,24,25300.0,
2024-12-23,2024-12-29,1223-1229,other,243,战旗挂机立即完成,超R,2,,1036.0
2025-02-24,2025-03-02,0224-0302,gold_free,602,荣誉殿堂,超R,16,12800.0,
2024-12-23,2024-12-29,1223-1229,other,0,管理员,小R,1,100.0,
2025-04-07,2025-04-13,0407-0413,other,907,圣诞-通行证,大R,14,11400.0,
2025-03-24,2025-03-30,0324-0330,other,350,俘虏勒索,微R,6,,7238.0
2025-03-03,2025-03-09,0303-0309,other,379,家族战提供公共武将,大R,7,,2900.0
2025-05-26,2025-06-01,0526-0601,other,618,城池内政放置奖励,中R,6,,2100.0
2024-11-11,2024-11-17,1111-1117,other,936,资源找回,未活跃,4,,6470.0
2024-11-11,2024-11-17,1111-1117,gold_paid,933,签到礼包领奖,超R,14,223700.0,
2025-01-06,2025-01-12,0106-0112,gold_free,196,每日任务奖励,超R,20,26400.0,
2025-02-17,2025-02-23,0217-0223,other,365,兵装生产加速,未活跃,1,,50.0
2025-02-10,2025-02-16,0210-0216,other,371,购买武将体力,中R,17,,32600.0
2025-03-24,2025-03-30,0324-0330,other,388,购买驿站派遣次数,未活跃,1,,100.0
2024-12-02,2024-12-08,1202-1208,other,675,竞技场购买挑战次数消耗,微R,4,,1300.0
2025-04-28,2025-05-04,0428-0504,other,659,自由市集购买礼包,中R,18,,19600.0
2024-10-21,2024-10-27,1021-1027,gold_free,239,家族战积分奖励,大R,4,2000.0,
2024-09-30,2024-10-06,0930-1006,gold_paid,4,玩家付费,超R,14,181860.0,
2024-10-21,2024-10-27,1021-1027,other,675,竞技场购买挑战次数消耗,超R,9,,8200.0
2024-11-11,2024-11-17,1111-1117,other,675,竞技场购买挑战次数消耗,微R,3,,800.0
2024-11-11,2024-11-17,1111-1117,gold_free,311,排位赛段位任务,未活跃,9,600.0,
2025-01-27,2025-02-02,0127-0202,gold_free,13001,玩家回流活动,小R,1,500.0,
2025-03-24,2025-03-30,0324-0330,gold_paid,362,充值签到,非R,6,700.0,
2025-02-10,2025-02-16,0210-0216,other,224,主城加速升级,中R,5,,721.0
2025-03-31,2025-04-06,0331-0406,gold_free,354,招财猫活动,非R,2,6213.0,5440.0
2025-03-10,2025-03-16,0310-0316,gold_paid,194,月卡奖励,非R,28,19600.0,
2025-02-03,2025-02-09,0203-0209,gold_free,193,八日活动奖励,非R,3,240.0,
2025-03-10,2025-03-16,0310-0316,other,621,活动兑换,微R,19,,11500.0
2025-03-17,2025-03-23,0317-0323,other,157,购买通行证等级,中R,8,,16000.0
2025-04-07,2025-04-13,0407-0413,other,945,团购金币购买,非R,50,,37000.0
2025-01-13,2025-01-19,0113-0119,other,141,快速升级城市建筑,非R,15,,5225.0
2025-01-13,2025-01-19,0113-0119,other,621,活动兑换,小R,6,,18900.0
2025-02-03,2025-02-09,0203-0209,other,224,主城加速升级,微R,6,,166.0
2025-02-17,2025-02-23,0217-0223,other,371,购买武将体力,小R,12,,12000.0
2025-05-19,2025-05-25,0519-0525,other,243,战旗挂机立即完成,未活跃,1,,258.0
2025-02-17,2025-02-23,0217-0223,gold_free,239,家族战积分奖励,大R,13,6400.0,
2024-10-21,2024-10-27,1021-1027,gold_paid,192,充值赠送,大R,9,14760.0,
2024-11-25,2024-12-01,1125-1201,gold_paid,362,充值签到,超R,15,2100.0,
2025-01-27,2025-02-02,0127-0202,other,433,购买银币,小R,5,,500.0
2024-11-18,2024-11-24,1118-1124,other,383,家族战天赋树,微R,1,,0.0
2024-12-02,2024-12-08,1202-1208,other,352,俘虏勒索,非R,14,,15002.0
2025-04-14,2025-04-20,0414-0420,gold_free,310,排位赛每日任务,超R,24,9600.0,
2025-03-10,2025-03-16,0310-0316,gold_paid,194,月卡奖励,超R,12,25450.0,
2025-04-28,2025-05-04,0428-0504,other,402,UR招募,未活跃,8,,25600.0
2025-04-21,2025-04-27,0421-0427,other,336,神威礼包购买,小R,8,,27100.0
2025-02-24,2025-03-02,0224-0302,gold_paid,19601,月度活跃,微R,32,16000.0,
2025-04-28,2025-05-04,0428-0504,other,432,购买天赋点,非R,6,,1750.0
2024-09-30,2024-10-06,0930-1006,other,224,主城加速升级,非R,13,,1257.0
2025-02-03,2025-02-09,0203-0209,other,618,城池内政放置奖励,超R,7,,52200.0
2025-01-06,2025-01-12,0106-0112,other,431,购买体力,微R,8,,13920.0
2025-04-21,2025-04-27,0421-0427,gold_free,240,未领取家族战积分奖励邮件,非R,3,1800.0,
2025-04-28,2025-05-04,0428-0504,other,403,S1招募,非R,12,,11200.0
2024-10-07,2024-10-13,1007-1013,other,200,重置精英副本,微R,12,,360.0
2025-02-10,2025-02-16,0210-0216,other,654,神魔活动副本购买次数,超R,4,,9200.0
2025-04-14,2025-04-20,0414-0420,other,358,俘虏劳役,非R,2,,200.0
2025-04-14,2025-04-20,0414-0420,gold_paid,933,签到礼包领奖,大R,10,137600.0,
2024-11-18,2024-11-24,1118-1124,other,383,家族战天赋树,小R,4,,0.0
2025-02-03,2025-02-09,0203-0209,other,471,神威高级招募,微R,4,,13400.0
2025-04-07,2025-04-13,0407-0413,other,350,俘虏勒索,中R,3,,9130.0
2025-04-14,2025-04-20,0414-0420,other,401,高级招募,微R,1,,400.0
2025-05-12,2025-05-18,0512-0518,other,949,装备饰品和改造交换,超R,4,,1600.0
2025-01-27,2025-02-02,0127-0202,other,200,重置精英副本,微R,7,,300.0
2025-04-07,2025-04-13,0407-0413,other,949,装备饰品和改造交换,超R,9,,8000.0
2025-03-17,2025-03-23,0317-0323,other,383,家族战天赋树,非R,6,,200.0
2024-12-09,2024-12-15,1209-1215,other,141,快速升级城市建筑,未活跃,2,,74.0
2025-04-28,2025-05-04,0428-0504,other,383,家族战天赋树,超R,1,,0.0
2025-02-17,2025-02-23,0217-0223,other,157,购买通行证等级,非R,4,,5500.0
2024-12-23,2024-12-29,1223-1229,other,473,国宝高级招募,中R,4,,800.0
2025-05-12,2025-05-18,0512-0518,other,16,代替道具,中R,4,,6720.0
2025-05-12,2025-05-18,0512-0518,other,383,家族战天赋树,微R,4,,0.0
2024-12-09,2024-12-15,1209-1215,other,621,活动兑换,中R,9,,27600.0
2025-05-12,2025-05-18,0512-0518,other,352,俘虏勒索,中R,2,,20765.0
2025-05-05,2025-05-11,0505-0511,gold_free,191,副本星星宝箱,微R,1,150.0,
2025-02-10,2025-02-16,0210-0216,gold_free,305,家族红包领取,小R,4,2538.0,
2024-10-28,2024-11-03,1028-1103,other,618,城池内政放置奖励,未活跃,1,,300.0
2024-11-11,2024-11-17,1111-1117,other,621,活动兑换,中R,5,,15000.0
2025-03-31,2025-04-06,0331-0406,other,609,限定募集活动,未活跃,4,,7000.0
2024-12-16,2024-12-22,1216-1222,other,325,政务活动建设,微R,6,,6000.0
2024-10-07,2024-10-13,1007-1013,other,379,家族战提供公共武将,未活跃,2,,200.0
2025-02-10,2025-02-16,0210-0216,gold_free,305,家族红包领取,微R,5,2124.0,
2025-04-14,2025-04-20,0414-0420,other,471,神威高级招募,微R,4,,8400.0
2024-11-25,2024-12-01,1125-1201,other,141,快速升级城市建筑,大R,2,,160.0
2025-01-27,2025-02-02,0127-0202,gold_free,240,未领取家族战积分奖励邮件,微R,1,500.0,
2025-05-19,2025-05-25,0519-0525,other,949,装备饰品和改造交换,未活跃,1,,400.0
2024-12-02,2024-12-08,1202-1208,other,420,购买VIP礼包,中R,1,,3999.0
2025-04-21,2025-04-27,0421-0427,other,403,S1招募,超R,1,,400.0
2024-10-14,2024-10-20,1014-1020,other,401,高级招募,小R,1,,200.0
2024-11-18,2024-11-24,1118-1124,other,627,家族科技捐献,大R,2,,1500.0
2024-12-02,2024-12-08,1202-1208,gold_free,240,未领取家族战积分奖励邮件,非R,3,3500.0,
2024-11-04,2024-11-10,1104-1110,gold_free,678,竞技场小赛季结算,非R,1,300.0,
2025-03-03,2025-03-09,0303-0309,other,379,家族战提供公共武将,小R,3,,700.0
2024-10-28,2024-11-03,1028-1103,other,157,购买通行证等级,微R,2,,6500.0
2024-11-04,2024-11-10,1104-1110,other,375,战鼓升星,微R,1,,15000.0
2025-01-13,2025-01-19,0113-0119,other,141,快速升级城市建筑,小R,4,,2672.0
2025-05-19,2025-05-25,0519-0525,other,925,武将等级交换活动,超R,3,,1800.0
2025-01-06,2025-01-12,0106-0112,other,433,购买银币,未活跃,2,,700.0
2024-11-25,2024-12-01,1125-1201,other,412,装备强化,微R,4,,833.0
2025-04-21,2025-04-27,0421-0427,other,224,主城加速升级,中R,1,,329.0
2025-04-28,2025-05-04,0428-0504,other,451,修改家徽,超R,1,,200.0
2024-09-30,2024-10-06,0930-1006,other,471,神威高级招募,中R,2,,400.0
2025-02-17,2025-02-23,0217-0223,gold_free,207,同期排行榜,未活跃,6,21300.0,
2025-02-17,2025-02-23,0217-0223,other,350,俘虏勒索,小R,2,,4524.0
2025-03-17,2025-03-23,0317-0323,other,452,家族红包,微R,3,,5000.0
2024-10-28,2024-11-03,1028-1103,other,406,VIP5和VIP12卡池,大R,1,,36000.0
2025-02-17,2025-02-23,0217-0223,other,675,竞技场购买挑战次数消耗,微R,2,,600.0
2024-11-18,2024-11-24,1118-1124,other,301,修改家族名字,非R,1,,200.0
2025-03-17,2025-03-23,0317-0323,other,936,资源找回,微R,2,,1420.0
2025-05-26,2025-06-01,0526-0601,other,452,家族红包,微R,2,,2000.0
2025-05-12,2025-05-18,0512-0518,other,432,购买天赋点,微R,1,,150.0
2025-05-26,2025-06-01,0526-0601,other,224,主城加速升级,中R,1,,2.0
2024-11-04,2024-11-10,1104-1110,other,401,高级招募,小R,1,,1400.0
2024-11-04,2024-11-10,1104-1110,other,383,家族战天赋树,小R,1,,0.0
2025-02-24,2025-03-02,0224-0302,other,431,购买体力,大R,1,,8400.0
2025-01-13,2025-01-19,0113-0119,other,936,资源找回,微R,3,,3570.0
2024-12-09,2024-12-15,1209-1215,gold_free,239,家族战积分奖励,未活跃,2,2300.0,
2024-10-14,2024-10-20,1014-1020,gold_free,306,家族红包返还,非R,1,5000.0,
2025-01-20,2025-01-26,0120-0126,other,945,团购金币购买,未活跃,1,,500.0
2025-04-07,2025-04-13,0407-0413,other,431,购买体力,大R,1,,8400.0
2025-03-03,2025-03-09,0303-0309,other,627,家族科技捐献,中R,1,,100.0
2025-01-06,2025-01-12,0106-0112,other,200,重置精英副本,中R,5,,160.0
2025-01-27,2025-02-02,0127-0202,other,452,家族红包,大R,1,,1000.0
2025-04-28,2025-05-04,0428-0504,gold_paid,19601,月度活跃,微R,1,500.0,
2025-03-10,2025-03-16,0310-0316,other,411,S1装备招募,未活跃,2,,2000.0
2024-10-14,2024-10-20,1014-1020,other,627,家族科技捐献,未活跃,1,,900.0
2024-12-16,2024-12-22,1216-1222,other,411,S1装备招募,非R,2,,2200.0
2025-01-06,2025-01-12,0106-0112,other,16,代替道具,未活跃,1,,350.0
2025-04-14,2025-04-20,0414-0420,other,431,购买体力,大R,1,,8400.0
2025-04-28,2025-05-04,0428-0504,other,434,购买计策道具,未活跃,1,,295.0
2024-12-09,2024-12-15,1209-1215,other,936,资源找回,小R,1,,1400.0
2025-03-17,2025-03-23,0317-0323,other,230,扫荡立即完成,微R,1,,10.0
2025-05-12,2025-05-18,0512-0518,other,401,高级招募,微R,1,,200.0
2025-01-06,2025-01-12,0106-0112,other,403,S1招募,超R,1,,6200.0
2025-05-12,2025-05-18,0512-0518,gold_paid,19602,月度活跃,未活跃,1,1000.0,
2024-11-11,2024-11-17,1111-1117,other,618,城池内政放置奖励,小R,12,,5400.0
2024-10-14,2024-10-20,1014-1020,other,650,新签到活动补签消耗,非R,217,,15940.0
2024-10-21,2024-10-27,1021-1027,gold_free,387,驿站任务完成,微R,223,781360.0,
2024-10-21,2024-10-27,1021-1027,gold_free,387,驿站任务完成,非R,1554,3658490.0,
2024-10-21,2024-10-27,1021-1027,special,15,使用道具,非R,741,613526.0,
2024-10-21,2024-10-27,1021-1027,gold_free,387,驿站任务完成,超R,17,59200.0,
2024-10-07,2024-10-13,1007-1013,gold_free,602,荣誉殿堂,大R,53,47400.0,
2024-11-04,2024-11-10,1104-1110,gold_free,602,荣誉殿堂,小R,176,205600.0,
2024-11-04,2024-11-10,1104-1110,gold_free,372,战斗结算宝箱开启,小R,163,61355.0,4435.0
2024-12-30,2025-01-05,1230-0105,other,389,购买驿站刷新次数,大R,49,,69500.0
2024-10-14,2024-10-20,1014-1020,gold_free,310,排位赛每日任务,非R,1446,416380.0,
2024-10-14,2024-10-20,1014-1020,gold_paid,4,玩家付费,未活跃,6,1060.0,
2024-10-14,2024-10-20,1014-1020,gold_paid,4,玩家付费,中R,150,570960.0,
2024-12-23,2024-12-29,1223-1229,gold_free,196,每日任务奖励,小R,164,208310.0,
2025-01-20,2025-01-26,0120-0126,gold_free,602,荣誉殿堂,非R,1837,2380600.0,
2024-10-14,2024-10-20,1014-1020,gold_paid,933,签到礼包领奖,中R,132,1011200.0,
2025-01-06,2025-01-12,0106-0112,gold_free,387,驿站任务完成,非R,1518,3633850.0,
2025-01-06,2025-01-12,0106-0112,gold_paid,4,玩家付费,微R,81,94860.0,
2024-12-02,2024-12-08,1202-1208,other,618,城池内政放置奖励,微R,16,,5100.0
2025-01-06,2025-01-12,0106-0112,other,618,城池内政放置奖励,非R,100,,66900.0
2025-02-03,2025-02-09,0203-0209,gold_free,602,荣誉殿堂,小R,152,184300.0,
2025-01-27,2025-02-02,0127-0202,other,618,城池内政放置奖励,非R,92,,54300.0
2025-01-27,2025-02-02,0127-0202,special,15,使用道具,非R,794,739388.0,
2025-01-27,2025-02-02,0127-0202,gold_free,602,荣誉殿堂,中R,179,183500.0,
2024-12-30,2025-01-05,1230-0105,special,316,兑换,小R,97,,843000.0
2024-12-02,2024-12-08,1202-1208,other,618,城池内政放置奖励,非R,110,,69600.0
2024-10-21,2024-10-27,1021-1027,other,402,UR招募,非R,45,,100600.0
2024-10-28,2024-11-03,1028-1103,gold_paid,4,玩家付费,微R,79,57680.0,
2025-02-03,2025-02-09,0203-0209,other,388,购买驿站派遣次数,微R,94,,70100.0
2024-10-28,2024-11-03,1028-1103,gold_free,239,家族战积分奖励,中R,39,19800.0,
2024-11-04,2024-11-10,1104-1110,other,944,战旗等级交换活动,非R,35,,10000.0
2025-03-31,2025-04-06,0331-0406,other,434,购买计策道具,非R,238,,103105.0
2024-10-28,2024-11-03,1028-1103,special,15,使用道具,中R,156,333198.0,
2025-02-10,2025-02-16,0210-0216,other,925,武将等级交换活动,大R,13,,6200.0
2025-03-24,2025-03-30,0324-0330,other,431,购买体力,非R,93,,127200.0
2025-04-28,2025-05-04,0428-0504,other,473,国宝高级招募,中R,3,,800.0
2025-03-24,2025-03-30,0324-0330,other,224,主城加速升级,微R,5,,330.0
2025-04-07,2025-04-13,0407-0413,gold_free,103,周签到,非R,1758,328000.0,
2025-04-14,2025-04-20,0414-0420,special,316,兑换,非R,815,10.0,3917800.0
2025-04-14,2025-04-20,0414-0420,other,388,购买驿站派遣次数,微R,80,,64000.0
2025-03-31,2025-04-06,0331-0406,other,403,S1招募,非R,22,,21600.0
2025-05-05,2025-05-11,0505-0511,other,224,主城加速升级,非R,19,,5136.0
2025-04-28,2025-05-04,0428-0504,gold_paid,4,玩家付费,非R,92,120200.0,
2025-03-03,2025-03-09,0303-0309,gold_free,602,荣誉殿堂,大R,42,58800.0,
2025-03-03,2025-03-09,0303-0309,gold_free,103,周签到,大R,42,8400.0,
2024-11-18,2024-11-24,1118-1124,other,471,神威高级招募,微R,5,,10400.0
2025-04-14,2025-04-20,0414-0420,gold_paid,19601,月度活跃,非R,714,357000.0,
2025-04-14,2025-04-20,0414-0420,gold_paid,19601,月度活跃,微R,170,85000.0,
2025-05-19,2025-05-25,0519-0525,gold_free,239,家族战积分奖励,中R,32,17300.0,
2025-04-14,2025-04-20,0414-0420,other,371,购买武将体力,中R,11,,5200.0
2025-02-24,2025-03-02,0224-0302,gold_paid,933,签到礼包领奖,大R,29,121500.0,
2025-03-10,2025-03-16,0310-0316,gold_free,103,周签到,小R,120,23500.0,
2025-05-12,2025-05-18,0512-0518,gold_free,387,驿站任务完成,大R,34,116450.0,
2025-03-24,2025-03-30,0324-0330,other,365,兵装生产加速,非R,106,,15472.0
2024-12-09,2024-12-15,1209-1215,other,949,装备饰品和改造交换,大R,5,,6000.0
2024-11-04,2024-11-10,1104-1110,other,389,购买驿站刷新次数,大R,43,,61025.0
2024-11-04,2024-11-10,1104-1110,other,654,神魔活动副本购买次数,小R,11,,12400.0
2024-10-21,2024-10-27,1021-1027,other,375,战鼓升星,中R,3,,54000.0
2024-10-07,2024-10-13,1007-1013,gold_free,310,排位赛每日任务,大R,49,17680.0,
2024-12-09,2024-12-15,1209-1215,gold_free,602,荣誉殿堂,大R,50,58800.0,
2024-11-25,2024-12-01,1125-1201,other,618,城池内政放置奖励,非R,88,,65400.0
2024-10-07,2024-10-13,1007-1013,gold_free,602,荣誉殿堂,未活跃,51,88600.0,
2024-12-09,2024-12-15,1209-1215,special,15,使用道具,小R,109,77020.0,
2025-02-17,2025-02-23,0217-0223,other,609,限定募集活动,未活跃,7,,13000.0
2024-12-30,2025-01-05,1230-0105,gold_free,2,出生获得,未活跃,21,2100.0,
2025-01-27,2025-02-02,0127-0202,other,433,购买银币,非R,92,,31000.0
2025-02-17,2025-02-23,0217-0223,other,676,竞技场主动随机消耗,非R,8,,4850.0
2025-02-03,2025-02-09,0203-0209,other,654,神魔活动副本购买次数,大R,27,,35400.0
2025-04-07,2025-04-13,0407-0413,special,15,使用道具,大R,39,161780.0,
2025-04-07,2025-04-13,0407-0413,gold_paid,194,月卡奖励,超R,18,33600.0,
2025-04-07,2025-04-13,0407-0413,gold_free,602,荣誉殿堂,超R,24,21400.0,
2024-11-25,2024-12-01,1125-1201,other,350,俘虏勒索,微R,8,,11839.0
2025-04-14,2025-04-20,0414-0420,gold_free,387,驿站任务完成,中R,143,536350.0,
2025-05-05,2025-05-11,0505-0511,other,618,城池内政放置奖励,微R,9,,2700.0
2025-03-24,2025-03-30,0324-0330,other,609,限定募集活动,微R,29,,120000.0
2025-03-24,2025-03-30,0324-0330,other,412,装备强化,非R,20,,41027.0
2025-03-10,2025-03-16,0310-0316,other,936,资源找回,非R,30,,17610.0
2025-05-26,2025-06-01,0526-0601,other,952,,非R,7,8750.0,
2025-03-03,2025-03-09,0303-0309,other,16,代替道具,非R,66,,55990.0
2025-02-17,2025-02-23,0217-0223,gold_free,101,任务,未活跃,18,2600.0,
2024-11-11,2024-11-17,1111-1117,gold_free,372,战斗结算宝箱开启,超R,16,12710.0,3725.0
2024-10-21,2024-10-27,1021-1027,gold_free,193,八日活动奖励,未活跃,13,6420.0,
2025-01-27,2025-02-02,0127-0202,other,243,战旗挂机立即完成,非R,55,,14385.0
2024-11-11,2024-11-17,1111-1117,gold_paid,362,充值签到,微R,22,2400.0,
2025-02-17,2025-02-23,0217-0223,gold_paid,19601,月度活跃,超R,9,4500.0,
2024-11-04,2024-11-10,1104-1110,gold_free,305,家族红包领取,中R,7,2621.0,
2025-01-06,2025-01-12,0106-0112,other,926,设置武将化境技能,小R,15,,1800.0
2024-12-30,2025-01-05,1230-0105,gold_paid,192,充值赠送,非R,7,1120.0,
2025-02-10,2025-02-16,0210-0216,other,350,俘虏勒索,中R,3,,10407.0
2024-11-25,2024-12-01,1125-1201,other,657,商店消费,中R,38,,117480.0
2025-04-28,2025-05-04,0428-0504,gold_free,101,任务,未活跃,13,1080.0,
2025-01-20,2025-01-26,0120-0126,other,402,UR招募,未活跃,10,,40200.0
2025-04-21,2025-04-27,0421-0427,gold_free,387,驿站任务完成,超R,24,74750.0,
2025-01-20,2025-01-26,0120-0126,special,316,兑换,未活跃,16,,54500.0
2025-05-26,2025-06-01,0526-0601,gold_paid,362,充值签到,中R,8,1000.0,
2024-10-21,2024-10-27,1021-1027,other,365,兵装生产加速,未活跃,2,,100.0
2024-11-18,2024-11-24,1118-1124,gold_free,305,家族红包领取,中R,17,7963.0,
2025-01-27,2025-02-02,0127-0202,other,243,战旗挂机立即完成,小R,3,,735.0
2025-05-12,2025-05-18,0512-0518,other,403,S1招募,中R,2,,1600.0
2025-02-10,2025-02-16,0210-0216,other,473,国宝高级招募,大R,2,,400.0
2025-01-13,2025-01-19,0113-0119,gold_free,678,竞技场小赛季结算,非R,2,300.0,
2025-05-05,2025-05-11,0505-0511,other,371,购买武将体力,超R,6,,10800.0
2025-04-28,2025-05-04,0428-0504,other,141,快速升级城市建筑,非R,8,,967.0
2025-03-03,2025-03-09,0303-0309,other,243,战旗挂机立即完成,非R,68,,18679.0
2025-04-28,2025-05-04,0428-0504,other,16,代替道具,中R,6,,6580.0
2025-05-26,2025-06-01,0526-0601,other,388,购买驿站派遣次数,超R,1,,300.0
2024-11-11,2024-11-17,1111-1117,other,627,家族科技捐献,超R,1,,200.0
2024-11-11,2024-11-17,1111-1117,gold_paid,192,充值赠送,中R,9,32040.0,
2025-01-06,2025-01-12,0106-0112,other,389,购买驿站刷新次数,超R,15,,20900.0
2024-10-14,2024-10-20,1014-1020,other,383,家族战天赋树,微R,2,,0.0
2024-10-28,2024-11-03,1028-1103,gold_free,103,周签到,超R,16,3200.0,
2024-12-23,2024-12-29,1223-1229,other,650,新签到活动补签消耗,微R,10,,400.0
2025-04-28,2025-05-04,0428-0504,other,365,兵装生产加速,大R,17,,3917.0
2025-05-19,2025-05-25,0519-0525,gold_free,171,邮件奖励,未活跃,9,900.0,
2025-02-17,2025-02-23,0217-0223,gold_paid,194,月卡奖励,超R,15,29500.0,
2024-12-16,2024-12-22,1216-1222,gold_free,678,竞技场小赛季结算,超R,7,1400.0,
2025-01-27,2025-02-02,0127-0202,other,431,购买体力,微R,15,,20640.0
2025-02-10,2025-02-16,0210-0216,other,452,家族红包,微R,3,,8000.0
